Orthogroup	pbar_genome.OGS.1.2.maker.proteins	acep_genome.OGS.1.2.maker.proteins
OG0004907	PBAR_PB21142-RA	ACEP_ACEP_00014398-RA
OG0004908	PBAR_PB21141-RA	ACEP_ACEP_00014400-RA
OG0004909	PBAR_PB21130-RA	ACEP_ACEP_00014402-RA
OG0004910	PBAR_PB21135-RA	ACEP_ACEP_00014401-RA
OG0004911	PBAR_PB21139-RA	ACEP_ACEP_00014397-RA
OG0004912	PBAR_PB21147-RA	ACEP_ACEP_00014391-RA
OG0004913	PBAR_PB21149-RA	ACEP_ACEP_00014390-RA
OG0004914	PBAR_PB10576-RA	ACEP_ACEP_00014389-RA
OG0004915	PBAR_PB12299-RA	ACEP_ACEP_00014388-RA
OG0004916	PBAR_PB21150-RA	ACEP_ACEP_00014394-RA
OG0004917	PBAR_Pbar_Ndufc2_like-1	ACEP_ACEP_00014612-RA
OG0004918	PBAR_PB26114-RA	ACEP_ACEP_00014613-RA
OG0004919	PBAR_PB26121-RA	ACEP_ACEP_00014611-RA
OG0004921	PBAR_PB24145-RA	ACEP_ACEP_00014597-RA
OG0004922	PBAR_PB24149-RA	ACEP_ACEP_00014596-RA
OG0004923	PBAR_PB24146-RA	ACEP_ACEP_00014595-RA
OG0004924	PBAR_PB15185-RA	ACEP_ACEP_00014598-RA
OG0004925	PBAR_PB24139-RA	ACEP_ACEP_00014588-RA
OG0004926	PBAR_PB14614-RA	ACEP_ACEP_00014587-RA
OG0004927	PBAR_PB24134-RA	ACEP_ACEP_00014578-RA
OG0004928	PBAR_PB24148-RA	ACEP_ACEP_00014582-RA
OG0004929	PBAR_PB24140-RA	ACEP_ACEP_00014571-RA
OG0004930	PBAR_PB24136-RA	ACEP_ACEP_00014573-RA
OG0004931	PBAR_PB24130-RA	ACEP_ACEP_00014576-RA
OG0004932	PBAR_PB18369-RA	ACEP_ACEP_00014565-RA
OG0004933	PBAR_PB18368-RA	ACEP_ACEP_00014564-RA
OG0004934	PBAR_PB14616-RA	ACEP_ACEP_00014561-RA
OG0004935	PBAR_PB14605-RA	ACEP_ACEP_00014559-RA
OG0004936	PBAR_PB18366-RA	ACEP_ACEP_00014557-RA
OG0004937	PBAR_PB18380-RA	ACEP_ACEP_00014553-RA
OG0004938	PBAR_PB18378-RA	ACEP_ACEP_00014552-RA
OG0004939	PBAR_Pbar_suppressorofhairless-1	ACEP_ACEP_00014554-RA
OG0004940	PBAR_PB18370-RA	ACEP_ACEP_00014556-RA
OG0004941	PBAR_PB18379-RA	ACEP_ACEP_00014546-RA
OG0004942	PBAR_PB18283-RA	ACEP_ACEP_00014542-RA
OG0004943	PBAR_PB14741-RA	ACEP_ACEP_00014545-RA
OG0004944	PBAR_PB14620-RA	ACEP_ACEP_00014544-RA
OG0004945	PBAR_PB18375-RA	ACEP_ACEP_00014549-RA
OG0004946	PBAR_PB17065-RA	ACEP_ACEP_00014535-RA
OG0004947	PBAR_PB17767-RA	ACEP_ACEP_00014539-RA
OG0004948	PBAR_PB17003-RA	ACEP_ACEP_00014536-RA
OG0004949	PBAR_PB17067-RA	ACEP_ACEP_00014537-RA
OG0004950	PBAR_PB17754-RA	ACEP_ACEP_00014538-RA
OG0004951	PBAR_Pbar_Ndufs8_like-1	ACEP_ACEP_00014529-RA
OG0004952	PBAR_PB18362-RA	ACEP_ACEP_00014532-RA
OG0004953	PBAR_PB17675-RA	ACEP_ACEP_00014534-RA
OG0004954	PBAR_PB17687-RA	ACEP_ACEP_00014533-RA
OG0004955	PBAR_PB17770-RA	ACEP_ACEP_00014527-RA
OG0004956	PBAR_PB16745-RA	ACEP_ACEP_00016323-RA
OG0004957	PBAR_PB20211-RA	ACEP_ACEP_00016579-RA
OG0004958	PBAR_PB20511-RA	ACEP_ACEP_00016813-RA
OG0004959	PBAR_PB18998-RA	ACEP_ACEP_00005962-RA
OG0004960	PBAR_PB21989-RA	ACEP_ACEP_00005948-RA
OG0004961	PBAR_PB18994-RA	ACEP_ACEP_00005946-RA
OG0004962	PBAR_PB13047-RA	ACEP_ACEP_00005940-RA
OG0004963	PBAR_PB11216-RA	ACEP_ACEP_00005944-RA
OG0004964	PBAR_PB17816-RA	ACEP_ACEP_00005942-RA
OG0004965	PBAR_PB11271-RA	ACEP_ACEP_00005938-RA
OG0004966	PBAR_PB11268-RA	ACEP_ACEP_00005930-RA
OG0004967	PBAR_PB11257-RA	ACEP_ACEP_00005935-RA
OG0004968	PBAR_PB11267-RA	ACEP_ACEP_00005934-RA
OG0004969	PBAR_PB11265-RA	ACEP_ACEP_00005928-RA
OG0004970	PBAR_PB11269-RA	ACEP_ACEP_00005933-RA
OG0004971	PBAR_PB26302-RA	ACEP_ACEP_00017573-RA
OG0004972	PBAR_PB20906-RA	ACEP_ACEP_00005919-RA
OG0004973	PBAR_PB23539-RA	ACEP_ACEP_00005923-RA
OG0004974	PBAR_PB20889-RA	ACEP_ACEP_00005918-RA
OG0004975	PBAR_PB17812-RA	ACEP_ACEP_00005916-RA
OG0004976	PBAR_PB22032-RA	ACEP_ACEP_00005917-RA
OG0004977	PBAR_PB14483-RA	ACEP_ACEP_00005911-RA
OG0004978	PBAR_pbar_RpS26-1	ACEP_ACEP_00005904-RA
OG0004979	PBAR_PB11281-RA	ACEP_ACEP_00005905-RA
OG0004980	PBAR_PB11274-RA	ACEP_ACEP_00005908-RA
OG0004981	PBAR_pbar_RpL35A-1	ACEP_ACEP_00005897-RA
OG0004982	PBAR_PB15916-RA	ACEP_ACEP_00005894-RA
OG0004983	PBAR_PB15915-RA	ACEP_ACEP_00005896-RA
OG0004984	PBAR_PB13044-RA	ACEP_ACEP_00005889-RA
OG0004985	PBAR_PB13039-RA	ACEP_ACEP_00005876-RA
OG0004986	PBAR_PB13041-RA	ACEP_ACEP_00005880-RA
OG0004987	PBAR_PB13042-RA	ACEP_ACEP_00005879-RA
OG0004988	PBAR_PB13040-RA	ACEP_ACEP_00005881-RA
OG0004989	PBAR_PB10742-RA	ACEP_ACEP_00005853-RA
OG0004990	PBAR_PB11613-RA	ACEP_ACEP_00005855-RA
OG0004991	PBAR_PB10640-RA, PBAR_PB10641-RA	ACEP_ACEP_00005849-RA
OG0004992	PBAR_PB10745-RA	ACEP_ACEP_00005852-RA
OG0004993	PBAR_PB10739-RA	ACEP_ACEP_00005851-RA
OG0004994	PBAR_PB10743-RA	ACEP_ACEP_00005842-RA
OG0004995	PBAR_PB11280-RA	ACEP_ACEP_00005827-RA
OG0004996	PBAR_PB11287-RA	ACEP_ACEP_00005826-RA
OG0004997	PBAR_PB11286-RA	ACEP_ACEP_00005818-RA
OG0004998	PBAR_PB11296-RA	ACEP_ACEP_00005813-RA
OG0004999	PBAR_PB11295-RA	ACEP_ACEP_00005814-RA
OG0005000	PBAR_PB11283-RA	ACEP_ACEP_00005822-RA
OG0005001	PBAR_PB10737-RA	ACEP_ACEP_00005806-RA
OG0005002	PBAR_PB11294-RA	ACEP_ACEP_00005812-RA
OG0005003	PBAR_PB14450-RA	ACEP_ACEP_00005794-RA
OG0005004	PBAR_PB14446-RA	ACEP_ACEP_00005791-RA
OG0005005	PBAR_PB14448-RA	ACEP_ACEP_00005793-RA
OG0005006	PBAR_PB10738-RA	ACEP_ACEP_00005796-RA
OG0005007	PBAR_PB14449-RA	ACEP_ACEP_00005790-RA
OG0005008	PBAR_PB18211-RA, PBAR_PB10732-RA	ACEP_ACEP_00005784-RA
OG0005009	PBAR_PB14453-RA	ACEP_ACEP_00005775-RA
OG0005010	PBAR_PB14456-RA	ACEP_ACEP_00005776-RA
OG0005011	PBAR_PB14452-RA	ACEP_ACEP_00005773-RA
OG0005012	PBAR_PB14455-RA	ACEP_ACEP_00005779-RA
OG0005013	PBAR_PB14454-RA	ACEP_ACEP_00005766-RA
OG0005014	PBAR_PB14476-RA	ACEP_ACEP_00005765-RA
OG0005015	PBAR_PB14459-RA	ACEP_ACEP_00005767-RA
OG0005016	PBAR_PB17172-RA	ACEP_ACEP_00005760-RA
OG0005017	PBAR_PB14477-RB	ACEP_ACEP_00005763-RA
OG0005018	PBAR_PB14491-RA	ACEP_ACEP_00005759-RA
OG0005019	PBAR_PB14497-RA	ACEP_ACEP_00005752-RA
OG0005020	PBAR_PB14486-RA	ACEP_ACEP_00005754-RA
OG0005021	PBAR_PB14489-RA	ACEP_ACEP_00005751-RA
OG0005022	PBAR_PB14498-RA	ACEP_ACEP_00005753-RA
OG0005023	PBAR_PB24197-RA	ACEP_ACEP_00005745-RA
OG0005024	PBAR_PB14492-RA	ACEP_ACEP_00005746-RA
OG0005025	PBAR_PB24198-RA	ACEP_ACEP_00005743-RA
OG0005026	PBAR_PB24199-RA	ACEP_ACEP_00005738-RA
OG0005027	PBAR_PB24196-RA	ACEP_ACEP_00005742-RA
OG0005028	PBAR_PB24193-RA	ACEP_ACEP_00005737-RA
OG0005029	PBAR_PB24192-RA	ACEP_ACEP_00005736-RA
OG0005030	PBAR_PB22191-RA	ACEP_ACEP_00005726-RA
OG0005031	PBAR_PB22189-RA	ACEP_ACEP_00005725-RA
OG0005032	PBAR_PB22192-RA	ACEP_ACEP_00005722-RA
OG0005033	PBAR_PB22188-RA	ACEP_ACEP_00005721-RA
OG0005034	PBAR_PB22193-RA	ACEP_ACEP_00005724-RA
OG0005035	PBAR_PB22178-RA	ACEP_ACEP_00005717-RA
OG0005036	PBAR_PB22180-RA	ACEP_ACEP_00005716-RA
OG0005038	PBAR_PB22184-RA	ACEP_ACEP_00005710-RA
OG0005039	PBAR_PB22182-RA	ACEP_ACEP_00005709-RA
OG0005040	PBAR_PB22179-RA	ACEP_ACEP_00005713-RA
OG0005041	PBAR_PB17187-RA	ACEP_ACEP_00005703-RA
OG0005042	PBAR_PB17181-RA	ACEP_ACEP_00005702-RA
OG0005043	PBAR_PB22183-RA	ACEP_ACEP_00005705-RA
OG0005044	PBAR_PB22171-RA	ACEP_ACEP_00005708-RA
OG0005045	PBAR_PB17177-RA	ACEP_ACEP_00005700-RA
OG0005046	PBAR_PB17176-RA	ACEP_ACEP_00005698-RA
OG0005047	PBAR_PB22168-RA	ACEP_ACEP_00005695-RA
OG0005048	PBAR_PB14482-RA	ACEP_ACEP_00005697-RA
OG0005049	PBAR_PB14480-RA	ACEP_ACEP_00005696-RA
OG0005050	PBAR_PB15773-RA	ACEP_ACEP_00005682-RA
OG0005051	PBAR_pbar_homer-1	ACEP_ACEP_00005688-RA
OG0005052	PBAR_PB15770-RA	ACEP_ACEP_00005680-RA
OG0005053	PBAR_PB15779-RA	ACEP_ACEP_00005689-RA
OG0005054	PBAR_PB15771-RA	ACEP_ACEP_00005690-RA
OG0005055	PBAR_PB15768-RA	ACEP_ACEP_00005693-RA
OG0005056	PBAR_PB15769-RA	ACEP_ACEP_00005692-RA
OG0005057	PBAR_PB15772-RA	ACEP_ACEP_00005691-RA
OG0005058	PBAR_PB15775-RA	ACEP_ACEP_00005678-RA
OG0005059	PBAR_PB22207-RA	ACEP_ACEP_00005676-RA
OG0005060	PBAR_PB22195-RA	ACEP_ACEP_00005677-RA
OG0005061	PBAR_PB22204-RA	ACEP_ACEP_00005669-RA
OG0005062	PBAR_PB22202-RA	ACEP_ACEP_00005675-RA
OG0005063	PBAR_PB22206-RA	ACEP_ACEP_00005670-RA
OG0005064	PBAR_PB22210-RA	ACEP_ACEP_00005665-RA
OG0005065	PBAR_PB22200-RA	ACEP_ACEP_00005667-RA
OG0005066	PBAR_PB22216-RA	ACEP_ACEP_00005662-RA
OG0005067	PBAR_CG_02546089	ACEP_ACEP_00005660-RA
OG0005068	PBAR_PB22214-RA	ACEP_ACEP_00005661-RA
OG0005069	PBAR_PB22217-RA	ACEP_ACEP_00005664-RA
OG0005070	PBAR_PB22225-RA	ACEP_ACEP_00005656-RA
OG0005071	PBAR_PB22236-RA	ACEP_ACEP_00005648-RA
OG0005072	PBAR_PB22224-RA	ACEP_ACEP_00005655-RA
OG0005073	PBAR_PB22226-RA	ACEP_ACEP_00005652-RA
OG0005074	PBAR_PB22222-RA	ACEP_ACEP_00005653-RA
OG0005075	PBAR_PB22233-RA	ACEP_ACEP_00005649-RA
OG0005076	PBAR_PB22227-RA	ACEP_ACEP_00005657-RA
OG0005077	PBAR_PB22223-RA	ACEP_ACEP_00005658-RA
OG0005078	PBAR_PB22251-RA	ACEP_ACEP_00005636-RA
OG0005079	PBAR_PB22229-RA	ACEP_ACEP_00005639-RA
OG0005080	PBAR_PB22232-RA	ACEP_ACEP_00005647-RA
OG0005081	PBAR_PB20751-RA	ACEP_ACEP_00015017-RA
OG0005082	PBAR_PB11246-RA	ACEP_ACEP_00015023-RA
OG0005083	PBAR_PB11085-RA	ACEP_ACEP_00015019-RA
OG0005084	PBAR_PB11238-RA	ACEP_ACEP_00015022-RA
OG0005085	PBAR_PB20759-RA	ACEP_ACEP_00015018-RA
OG0005086	PBAR_PB14417-RA	ACEP_ACEP_00015021-RA
OG0005087	PBAR_PB20745-RA	ACEP_ACEP_00015013-RA
OG0005088	PBAR_Pbar_Atp5h_like-1	ACEP_ACEP_00015010-RA
OG0005089	PBAR_PB20766-RA	ACEP_ACEP_00015009-RA
OG0005090	PBAR_CG_02549750	ACEP_ACEP_00015011-RA
OG0005091	PBAR_PB20748-RA	ACEP_ACEP_00015014-RA
OG0005092	PBAR_PB18983-RA	ACEP_ACEP_00015004-RA
OG0005093	PBAR_PB18982-RA	ACEP_ACEP_00015006-RA
OG0005094	PBAR_PB11202-RA	ACEP_ACEP_00014994-RA
OG0005095	PBAR_PB11196-RA	ACEP_ACEP_00014996-RA
OG0005096	PBAR_PB11205-RA	ACEP_ACEP_00014997-RA
OG0005097	PBAR_PB11200-RA	ACEP_ACEP_00015000-RA
OG0005098	PBAR_PB18967-RA	ACEP_ACEP_00015001-RA
OG0005099	PBAR_PB11204-RA	ACEP_ACEP_00014999-RA
OG0005100	PBAR_PB11197-RA	ACEP_ACEP_00014995-RA
OG0005101	PBAR_PB14219-RA	ACEP_ACEP_00015007-RA
OG0005102	PBAR_genemark_masked-pbar_scf7180000350332-abinit-gene-3.250-mRNA-1	ACEP_ACEP_00014986-RA
OG0005103	PBAR_PB11194-RA	ACEP_ACEP_00014990-RA
OG0005104	PBAR_PB22390-RA	ACEP_ACEP_00014987-RA
OG0005105	PBAR_PB10511-RA	ACEP_ACEP_00014988-RA
OG0005106	PBAR_augustus_masked-pbar_scf7180000350332-abinit-gene-2.41-mRNA-1	ACEP_ACEP_00014985-RA
OG0005107	PBAR_PB11193-RA	ACEP_ACEP_00014991-RA
OG0005108	PBAR_PB11201-RA	ACEP_ACEP_00014992-RA
OG0005109	PBAR_genemark_masked-pbar_scf7180000350332-abinit-gene-2.46-mRNA-1	ACEP_ACEP_00014981-RA
OG0005110	PBAR_PB22388-RA	ACEP_ACEP_00014982-RA
OG0005111	PBAR_pbar_Sce-1	ACEP_ACEP_00014984-RA
OG0005112	PBAR_PB18162-RA	ACEP_ACEP_00014973-RA
OG0005113	PBAR_pbar_RpS18-1	ACEP_ACEP_00014968-RA
OG0005114	PBAR_PB18163-RA	ACEP_ACEP_00014975-RA
OG0005115	PBAR_PB18165-RA	ACEP_ACEP_00014972-RA
OG0005116	PBAR_PB23081-RA	ACEP_ACEP_00014970-RA
OG0005117	PBAR_PB18168-RA	ACEP_ACEP_00014974-RA
OG0005118	PBAR_PB23092-RA	ACEP_ACEP_00014959-RA
OG0005119	PBAR_PB23098-RA	ACEP_ACEP_00017937-RA
OG0005120	PBAR_PB23103-RA	ACEP_ACEP_00014958-RA
OG0005121	PBAR_PB23083-RA	ACEP_ACEP_00014963-RA
OG0005123	PBAR_PB23105-RA	ACEP_ACEP_00014960-RA
OG0005124	PBAR_PB23093-RA	ACEP_ACEP_00014962-RA
OG0005125	PBAR_PB23094-RA	ACEP_ACEP_00014957-RA
OG0005126	PBAR_PB23084-RA	ACEP_ACEP_00014964-RA
OG0005127	PBAR_PB23082-RA	ACEP_ACEP_00014965-RA
OG0005128	PBAR_PB23096-RA	ACEP_ACEP_00014944-RA
OG0005129	PBAR_PB23091-RA	ACEP_ACEP_00014948-RA
OG0005130	PBAR_PB23102-RA	ACEP_ACEP_00014943-RA
OG0005131	PBAR_PB23089-RA	ACEP_ACEP_00014950-RA
OG0005132	PBAR_PB23108-RA	ACEP_ACEP_00014938-RA
OG0005133	PBAR_PB23101-RA	ACEP_ACEP_00014946-RA
OG0005134	PBAR_PB23090-RA	ACEP_ACEP_00014945-RA
OG0005135	PBAR_PB23100-RA	ACEP_ACEP_00014949-RA
OG0005136	PBAR_PB23099-RA	ACEP_ACEP_00014951-RA
OG0005137	PBAR_Pbar_ifc_delta4desat-1	ACEP_ACEP_00014918-RA
OG0005138	PBAR_PB23126-RA	ACEP_ACEP_00014922-RA
OG0005139	PBAR_PB21469-RA	ACEP_ACEP_00014915-RA
OG0005140	PBAR_PB21471-RA	ACEP_ACEP_00014913-RA
OG0005141	PBAR_PB23140-RA	ACEP_ACEP_00014919-RA
OG0005142	PBAR_PB23142-RA	ACEP_ACEP_00014925-RA
OG0005143	PBAR_pbar_HP1-like-RB	ACEP_ACEP_00014916-RA
OG0005144	PBAR_PB23134-RA	ACEP_ACEP_00014920-RA
OG0005145	PBAR_PB21473-RA	ACEP_ACEP_00014914-RA
OG0005146	PBAR_PB23124-RA	ACEP_ACEP_00014926-RA
OG0005147	PBAR_PB23131-RA	ACEP_ACEP_00014930-RA
OG0005148	PBAR_PB23128-RA	ACEP_ACEP_00014929-RA
OG0005149	PBAR_PB21482-RA	ACEP_ACEP_00014912-RA
OG0005150	PBAR_PB21480-RA	ACEP_ACEP_00014911-RA
OG0005151	PBAR_PB22138-RA	ACEP_ACEP_00007704-RA
OG0005152	PBAR_PB22136-RA	ACEP_ACEP_00007705-RA
OG0005153	PBAR_pbar_dcr1-1	ACEP_ACEP_00007706-RA
OG0005154	PBAR_PB26968-RA	ACEP_ACEP_00007699-RA
OG0005155	PBAR_PB22143-RA	ACEP_ACEP_00007700-RA
OG0005156	PBAR_PB26969-RA	ACEP_ACEP_00017303-RA
OG0005157	PBAR_PB22135-RA	ACEP_ACEP_00007702-RA
OG0005158	PBAR_PB22141-RA	ACEP_ACEP_00007695-RA
OG0005159	PBAR_PB22140-RA	ACEP_ACEP_00007697-RA
OG0005160	PBAR_PB22147-RA	ACEP_ACEP_00007693-RA
OG0005161	PBAR_PB22146-RA	ACEP_ACEP_00007692-RA
OG0005162	PBAR_PB24588-RA	ACEP_ACEP_00007688-RA
OG0005163	PBAR_PB22152-RA	ACEP_ACEP_00007690-RA
OG0005164	PBAR_PB24583-RA	ACEP_ACEP_00007685-RA
OG0005165	PBAR_PB24582-RA	ACEP_ACEP_00007683-RA
OG0005166	PBAR_PB24581-RA	ACEP_ACEP_00007684-RA
OG0005167	PBAR_PB24584-RA	ACEP_ACEP_00007682-RA
OG0005168	PBAR_PB24586-RA	ACEP_ACEP_00007686-RA
OG0005169	PBAR_PB24578-RA	ACEP_ACEP_00007675-RA
OG0005170	PBAR_PB24554-RA	ACEP_ACEP_00007657-RA
OG0005171	PBAR_PB24566-RA	ACEP_ACEP_00007662-RA
OG0005172	PBAR_PB18790-RA	ACEP_ACEP_00007656-RA
OG0005173	PBAR_PB24561-RA	ACEP_ACEP_00007669-RA
OG0005174	PBAR_PB24571-RA	ACEP_ACEP_00007665-RA
OG0005175	PBAR_PB27086-RA	ACEP_ACEP_00007670-RA
OG0005176	PBAR_PB24560-RA	ACEP_ACEP_00007663-RA
OG0005177	PBAR_PB24569-RA	ACEP_ACEP_00007658-RA
OG0005178	PBAR_PB24556-RA	ACEP_ACEP_00007659-RA
OG0005179	PBAR_PB24559-RA	ACEP_ACEP_00007664-RA
OG0005180	PBAR_PB24568-RA	ACEP_ACEP_00007661-RA
OG0005181	PBAR_PB24567-RA	ACEP_ACEP_00007660-RA
OG0005182	PBAR_PB24574-RA	ACEP_ACEP_00007674-RA
OG0005183	PBAR_PB24565-RA	ACEP_ACEP_00007672-RA
OG0005184	PBAR_PB24575-RA	ACEP_ACEP_00007673-RA
OG0005185	PBAR_PB15088-RA	ACEP_ACEP_00007651-RA
OG0005186	PBAR_PB20934-RA	ACEP_ACEP_00007647-RA
OG0005187	PBAR_PB20929-RA	ACEP_ACEP_00007646-RA
OG0005188	PBAR_PB20932-RA	ACEP_ACEP_00007643-RA
OG0005189	PBAR_PB15080-RA	ACEP_ACEP_00007652-RA
OG0005190	PBAR_pbar_RpS12-1	ACEP_ACEP_00007650-RA
OG0005191	PBAR_PB15085-RA	ACEP_ACEP_00007648-RA
OG0005192	PBAR_PB15078-RA	ACEP_ACEP_00007653-RA
OG0005193	PBAR_pbar_RpLP2-1	ACEP_ACEP_00007654-RA
OG0005194	PBAR_Pbar_Chc-1	ACEP_ACEP_00007655-RA
OG0005195	PBAR_PB20915-RA	ACEP_ACEP_00007638-RA
OG0005196	PBAR_PB20916-RA	ACEP_ACEP_00007640-RA
OG0005197	PBAR_PB18802-RA	ACEP_ACEP_00007633-RA
OG0005198	PBAR_PB18799-RA	ACEP_ACEP_00007632-RA
OG0005199	PBAR_PB18787-RA	ACEP_ACEP_00007631-RA
OG0005200	PBAR_PB18783-RA	ACEP_ACEP_00007630-RA
OG0005201	PBAR_PB18781-RA	ACEP_ACEP_00007629-RA
OG0005202	PBAR_PB18782-RA	ACEP_ACEP_00007627-RA
OG0005203	PBAR_PB15074-RA	ACEP_ACEP_00007624-RA
OG0005204	PBAR_PB15059-RA	ACEP_ACEP_00007618-RA
OG0005205	PBAR_PB15070-RA	ACEP_ACEP_00007623-RA
OG0005206	PBAR_PB15072-RA	ACEP_ACEP_00007620-RA
OG0005207	PBAR_PB18784-RA	ACEP_ACEP_00007625-RA
OG0005208	PBAR_PB15060-RA	ACEP_ACEP_00007613-RA
OG0005209	PBAR_PB15063-RA	ACEP_ACEP_00007612-RA
OG0005210	PBAR_PB15058-RA	ACEP_ACEP_00007611-RA
OG0005211	PBAR_PB12452-RA	ACEP_ACEP_00007608-RA
OG0005212	PBAR_PB12455-RA	ACEP_ACEP_00007602-RA
OG0005213	PBAR_PB12448-RA	ACEP_ACEP_00007605-RA
OG0005214	PBAR_PB12453-RA	ACEP_ACEP_00007610-RA
OG0005215	PBAR_PB12464-RA	ACEP_ACEP_00007601-RA
OG0005216	PBAR_PB12467-RA	ACEP_ACEP_00007594-RA
OG0005217	PBAR_PB12466-RA	ACEP_ACEP_00007598-RA
OG0005218	PBAR_PB12460-RA	ACEP_ACEP_00007597-RA
OG0005219	PBAR_PB12461-RA	ACEP_ACEP_00007596-RA
OG0005220	PBAR_PB12462-RA	ACEP_ACEP_00007599-RA
OG0005221	PBAR_PB12475-RA	ACEP_ACEP_00007582-RA
OG0005222	PBAR_PB12459-RA	ACEP_ACEP_00007588-RA
OG0005223	PBAR_PB12458-RA	ACEP_ACEP_00007589-RA
OG0005224	PBAR_PB26362-RA	ACEP_ACEP_00017319-RA
OG0005225	PBAR_PB12465-RA	ACEP_ACEP_00007587-RA
OG0005226	PBAR_PB12476-RA	ACEP_ACEP_00007581-RA
OG0005227	PBAR_PB12473-RA	ACEP_ACEP_00007578-RA
OG0005228	PBAR_PB12479-RA	ACEP_ACEP_00007579-RA
OG0005229	PBAR_PB12463-RA	ACEP_ACEP_00007584-RA
OG0005230	PBAR_PB12468-RA	ACEP_ACEP_00007590-RA
OG0005231	PBAR_PB12477-RA	ACEP_ACEP_00007580-RA
OG0005232	PBAR_PB12457-RA	ACEP_ACEP_00007583-RA
OG0005233	PBAR_PB12480-RA	ACEP_ACEP_00007575-RA
OG0005234	PBAR_PB12481-RA	ACEP_ACEP_00007574-RA
OG0005235	PBAR_PB12478-RA	ACEP_ACEP_00007576-RA
OG0005236	PBAR_pbar_RFC2_like-1	ACEP_ACEP_00007577-RA
OG0005237	PBAR_PB12488-RA	ACEP_ACEP_00007572-RA
OG0005238	PBAR_PB12484-RA	ACEP_ACEP_00007568-RA
OG0005239	PBAR_PB12483-RA	ACEP_ACEP_00007565-RA
OG0005240	PBAR_PB12485-RA	ACEP_ACEP_00007564-RA
OG0005241	PBAR_PB12500-RA	ACEP_ACEP_00007558-RA
OG0005242	PBAR_PB12497-RA	ACEP_ACEP_00007566-RA
OG0005243	PBAR_PB12486-RA	ACEP_ACEP_00017322-RA
OG0005244	PBAR_PB12496-RA	ACEP_ACEP_00007569-RA
OG0005245	PBAR_PB12498-RA	ACEP_ACEP_00007559-RA
OG0005246	PBAR_PB18497-RA	ACEP_ACEP_00007554-RA
OG0005247	PBAR_PB12501-RA	ACEP_ACEP_00007557-RA
OG0005248	PBAR_PB18510-RA	ACEP_ACEP_00007551-RA
OG0005249	PBAR_PB18508-RA	ACEP_ACEP_00007548-RA
OG0005250	PBAR_PB18499-RA	ACEP_ACEP_00007545-RA
OG0005251	PBAR_Pbar_f-cup-1	ACEP_ACEP_00007546-RA
OG0005252	PBAR_PB18504-RA	ACEP_ACEP_00007549-RA
OG0005253	PBAR_PB18505-RA	ACEP_ACEP_00007550-RA
OG0005254	PBAR_PB18517-RA	ACEP_ACEP_00007530-RA
OG0005255	PBAR_PB18503-RA	ACEP_ACEP_00007542-RA
OG0005256	PBAR_PB18502-RA	ACEP_ACEP_00007536-RA
OG0005257	PBAR_PB18523-RA	ACEP_ACEP_00007533-RA
OG0005258	PBAR_PB18524-RA	ACEP_ACEP_00007529-RA
OG0005259	PBAR_PB18516-RA	ACEP_ACEP_00007534-RA
OG0005260	PBAR_PB18507-RA	ACEP_ACEP_00007541-RA
OG0005261	PBAR_PB18518-RA	ACEP_ACEP_00007528-RA
OG0005262	PBAR_PB18506-RA	ACEP_ACEP_00007538-RA
OG0005263	PBAR_PB18512-RA	ACEP_ACEP_00007544-RA
OG0005264	PBAR_PB18526-RA	ACEP_ACEP_00007521-RA
OG0005265	PBAR_PB16414-RA	ACEP_ACEP_00017791-RA, ACEP_ACEP_00007525-RA
OG0005266	PBAR_PB18527-RA	ACEP_ACEP_00007520-RA
OG0005267	PBAR_PB18535-RA	ACEP_ACEP_00007513-RA
OG0005268	PBAR_PB18530-RA	ACEP_ACEP_00007514-RA
OG0005269	PBAR_PB18529-RA	ACEP_ACEP_00007516-RA
OG0005270	PBAR_PB17878-RA	ACEP_ACEP_00007504-RA
OG0005271	PBAR_PB26672-RA	ACEP_ACEP_00017324-RA
OG0005272	PBAR_PB17885-RA	ACEP_ACEP_00007496-RA
OG0005273	PBAR_PB17881-RA	ACEP_ACEP_00007494-RA
OG0005274	PBAR_PB17888-RA	ACEP_ACEP_00007499-RA
OG0005275	PBAR_PB17884-RA	ACEP_ACEP_00007501-RA
OG0005276	PBAR_PB26723-RA	ACEP_ACEP_00007500-RA
OG0005277	PBAR_PB17882-RA	ACEP_ACEP_00007495-RA
OG0005278	PBAR_PB17876-RA	ACEP_ACEP_00007503-RA
OG0005279	PBAR_PB17894-RA	ACEP_ACEP_00007485-RA
OG0005281	PBAR_PB17900-RA	ACEP_ACEP_00007489-RA
OG0005282	PBAR_PB17887-RA	ACEP_ACEP_00007490-RA
OG0005283	PBAR_PB17902-RA	ACEP_ACEP_00007482-RA
OG0005284	PBAR_PB17906-RA	ACEP_ACEP_00007484-RA
OG0005285	PBAR_PB17883-RA	ACEP_ACEP_00007493-RA
OG0005286	PBAR_PB17892-RA	ACEP_ACEP_00007475-RA
OG0005287	PBAR_PB17914-RA	ACEP_ACEP_00007470-RA
OG0005288	PBAR_PB17913-RA	ACEP_ACEP_00007472-RA
OG0005289	PBAR_PB17903-RA	ACEP_ACEP_00007477-RA
OG0005290	PBAR_PB17916-RA	ACEP_ACEP_00007474-RA
OG0005291	PBAR_PB17922-RA	ACEP_ACEP_00007471-RA
