Orthogroup	pbar_genome.OGS.1.2.maker.proteins	acep_genome.OGS.1.2.maker.proteins
OG0001072	PBAR_PB23964-RA	ACEP_ACEP_00002578-RA, ACEP_ACEP_00002236-RA
OG0001073	PBAR_PB23974-RA, PBAR_PB23976-RA	ACEP_ACEP_00002585-RA
OG0001074	PBAR_PB18021-RA	ACEP_ACEP_00002569-RA, ACEP_ACEP_00002742-RA
OG0001075	PBAR_PB16963-RA	ACEP_ACEP_00002523-RA, ACEP_ACEP_00002522-RA
OG0001076	PBAR_pbar_RpS14-1, PBAR_PB10031-RA	ACEP_ACEP_00002514-RA
OG0001077	PBAR_PB24671-RA, PBAR_PB10616-RA	ACEP_ACEP_00002515-RA
OG0001078	PBAR_PB26619-RA	ACEP_ACEP_00017092-RA
OG0001079	PBAR_PB16986-RA, PBAR_PB16985-RA	ACEP_ACEP_00002499-RA
OG0001080	PBAR_PB19084-RA	ACEP_ACEP_00002477-RA, ACEP_ACEP_00002464-RA, ACEP_ACEP_00002463-RA
OG0001081	PBAR_PB16600-RA	ACEP_ACEP_00002437-RA, ACEP_ACEP_00002436-RA
OG0001083	PBAR_PB19345-RA	ACEP_ACEP_00017119-RA
OG0001084	PBAR_PB23951-RA	ACEP_ACEP_00002251-RA
OG0001085	PBAR_PB23958-RA	ACEP_ACEP_00002252-RA
OG0001086	PBAR_PB24672-RA	ACEP_ACEP_00002234-RA
OG0001087	PBAR_PB14367-RA, PBAR_PB10627-RA	ACEP_ACEP_00002226-RA
OG0001088	PBAR_PB17980-RA	ACEP_ACEP_00004676-RA, ACEP_ACEP_00010546-RA
OG0001090	PBAR_maker-pbar_scf7180000350332-snap-gene-1.12-mRNA-1	ACEP_ACEP_00010525-RA
OG0001091	PBAR_PB22396-RA	ACEP_ACEP_00010478-RA, ACEP_ACEP_00010474-RA
OG0001092	PBAR_PB22386-RA	ACEP_ACEP_00011669-RA, ACEP_ACEP_00010406-RA
OG0001093	PBAR_PB20102-RA	ACEP_ACEP_00016716-RA, ACEP_ACEP_00008079-RA
OG0001094	PBAR_PB26091-RA	ACEP_ACEP_00008233-RA
OG0001095	PBAR_PB26086-RA, PBAR_PB26090-RA	ACEP_ACEP_00008231-RA
OG0001096	PBAR_PB25011-RA	ACEP_ACEP_00008201-RA
OG0001097	PBAR_PB25017-RA	ACEP_ACEP_00008203-RA
OG0001098	PBAR_PB10979-RA, PBAR_PB19200-RA	ACEP_ACEP_00008168-RA
OG0001099	PBAR_PB15099-RA	ACEP_ACEP_00008128-RA, ACEP_ACEP_00008125-RA
OG0001100	PBAR_PB20076-RA	ACEP_ACEP_00014338-RA, ACEP_ACEP_00008103-RA
OG0001101	PBAR_PB11855-RA	ACEP_ACEP_00007770-RA, ACEP_ACEP_00008092-RA
OG0001102	PBAR_PB18406-RA	ACEP_ACEP_00016187-RA
OG0001103	PBAR_PB14098-RA	ACEP_ACEP_00016397-RA
OG0001104	PBAR_PB11169-RA, PBAR_PB10715-RA	ACEP_ACEP_00016044-RA
OG0001105	PBAR_PB18811-RA	ACEP_ACEP_00015583-RA, ACEP_ACEP_00015582-RA
OG0001106	PBAR_PB16787-RA	ACEP_ACEP_00016784-RA, ACEP_ACEP_00008951-RA
OG0001107	PBAR_PB21161-RA	ACEP_ACEP_00015951-RA, ACEP_ACEP_00015943-RA
OG0001108	PBAR_PB21178-RA	ACEP_ACEP_00017475-RA, ACEP_ACEP_00015931-RA
OG0001109	PBAR_PB21176-RA	ACEP_ACEP_00015930-RA, ACEP_ACEP_00015929-RA
OG0001110	PBAR_PB16428-RA	ACEP_ACEP_00016601-RA, ACEP_ACEP_00014061-RA
OG0001111	PBAR_PB23648-RA	ACEP_ACEP_00015259-RA
OG0001112	PBAR_PB15865-RA, PBAR_PB22656-RA	ACEP_ACEP_00015231-RA
OG0001113	PBAR_PB23654-RA	ACEP_ACEP_00015202-RA
OG0001114	PBAR_PB25593-RA, PBAR_PB16533-RA	ACEP_ACEP_00009159-RA
OG0001115	PBAR_PB16712-RA	ACEP_ACEP_00008603-RA, ACEP_ACEP_00009163-RA
OG0001116	PBAR_PB16531-RB, PBAR_PB16531-RA	ACEP_ACEP_00009144-RA
OG0001117	PBAR_PB26596-RA, PBAR_PB16518-RA	ACEP_ACEP_00009123-RA
OG0001118	PBAR_PB16502-RB	ACEP_ACEP_00009120-RA
OG0001119	PBAR_PB13775-RA	ACEP_ACEP_00009090-RA
OG0001120	PBAR_PB13788-RA	ACEP_ACEP_00009072-RA
OG0001121	PBAR_PB13789-RA, PBAR_PB13787-RA	ACEP_ACEP_00009069-RA
OG0001122	PBAR_PB15884-RA	ACEP_ACEP_00009022-RA, ACEP_ACEP_00009022-RB
OG0001123	PBAR_PB15876-RA	ACEP_ACEP_00009016-RA, ACEP_ACEP_00009015-RA
OG0001124	PBAR_PB15862-RA, PBAR_PB15862-RB	ACEP_ACEP_00009003-RA
OG0001125	PBAR_PB15856-RA	ACEP_ACEP_00008994-RA
OG0001126	PBAR_PB15842-RA, PBAR_PB15842-RB	ACEP_ACEP_00008985-RA
OG0001127	PBAR_pbar_RpS10_a-1, PBAR_pbar_RpS10_b-1	ACEP_ACEP_00008984-RA
OG0001128	PBAR_PB16776-RA	ACEP_ACEP_00008960-RA
OG0001129	PBAR_PB13986-RA	ACEP_ACEP_00008923-RA
OG0001130	PBAR_PB21563-RA	ACEP_ACEP_00008912-RA, ACEP_ACEP_00014629-RA
OG0001131	PBAR_PB13982-RA	ACEP_ACEP_00008926-RA, ACEP_ACEP_00008925-RA
OG0001132	PBAR_PB14362-RA	ACEP_ACEP_00008881-RA, ACEP_ACEP_00008882-RA
OG0001133	PBAR_PB26655-RA	ACEP_ACEP_00008861-RA, ACEP_ACEP_00017373-RA
OG0001134	PBAR_PB17503-RA	ACEP_ACEP_00008851-RA, ACEP_ACEP_00008864-RA
OG0001135	PBAR_PB16224-RA	ACEP_ACEP_00017377-RA, ACEP_ACEP_00008815-RA
OG0001136	PBAR_Pbar_Ndufs2-1	ACEP_ACEP_00014194-RA
OG0001137	PBAR_PB23575-RA, PBAR_PB23582-RA	ACEP_ACEP_00014198-RA
OG0001138	PBAR_PB21634-RA	ACEP_ACEP_00014177-RA, ACEP_ACEP_00014178-RA
OG0001139	PBAR_PB22525-RA	ACEP_ACEP_00018212-RA, ACEP_ACEP_00003198-RA
OG0001140	PBAR_PB19882-RA	ACEP_ACEP_00010391-RA
OG0001141	PBAR_PB21766-RA	ACEP_ACEP_00010380-RA, ACEP_ACEP_00010381-RA
OG0001142	PBAR_Pbar_vestigial-RB, PBAR_Pbar_vestigial-RA	ACEP_ACEP_00010360-RA
OG0001143	PBAR_PB21796-RA, PBAR_PB10023-RA	ACEP_ACEP_00010343-RA
OG0001144	PBAR_PB21801-RA	ACEP_ACEP_00010323-RA
OG0001145	PBAR_PB25632-RA	ACEP_ACEP_00015435-RA
OG0001146	PBAR_PB25637-RA	ACEP_ACEP_00001614-RA, ACEP_ACEP_00015434-RA
OG0001147	PBAR_PB25630-RA	ACEP_ACEP_00015432-RA, ACEP_ACEP_00005707-RA
OG0001148	PBAR_pbar_creb-RA	ACEP_ACEP_00005683-RA, ACEP_ACEP_00016842-RA
OG0001149	PBAR_PB18347-RA	ACEP_ACEP_00014720-RA
OG0001150	PBAR_PB18309-RA	ACEP_ACEP_00014698-RA
OG0001151	PBAR_PB18324-RA	ACEP_ACEP_00014702-RA, ACEP_ACEP_00014701-RA
OG0001152	PBAR_PB15665-RA	ACEP_ACEP_00012748-RA
OG0001153	PBAR_PB15623-RA	ACEP_ACEP_00012707-RA, ACEP_ACEP_00012706-RA
OG0001154	PBAR_PB22303-RA	ACEP_ACEP_00013816-RA, ACEP_ACEP_00013504-RA
OG0001155	PBAR_CG_02545623	ACEP_ACEP_00016695-RA, ACEP_ACEP_00013808-RA
OG0001156	PBAR_PB21606-RA, PBAR_PB21609-RA	ACEP_ACEP_00013755-RA
OG0001157	PBAR_PB21601-RA	ACEP_ACEP_00017867-RA, ACEP_ACEP_00013766-RA
OG0001158	PBAR_PB21610-RA, PBAR_PB21611-RA	ACEP_ACEP_00017869-RA
OG0001159	PBAR_PB14694-RA	ACEP_ACEP_00013718-RA
OG0001160	PBAR_PB17997-RA	ACEP_ACEP_00012180-RA, ACEP_ACEP_00013704-RA
OG0001161	PBAR_PB19511-RA	ACEP_ACEP_00013701-RA
OG0001162	PBAR_PB13530-RA	ACEP_ACEP_00013688-RA
OG0001163	PBAR_PB13528-RA	ACEP_ACEP_00013686-RA, ACEP_ACEP_00013687-RA
OG0001164	PBAR_PB14183-RA	ACEP_ACEP_00005403-RA, ACEP_ACEP_00016402-RA
OG0001165	PBAR_PB21124-RA	ACEP_ACEP_00016614-RA, ACEP_ACEP_00014901-RA
OG0001166	PBAR_Pbar_Atp5a1-1	ACEP_ACEP_00016720-RA, ACEP_ACEP_00016028-RA
OG0001168	PBAR_Pbar_Y-x1a-1, PBAR_Pbar_Y-x1b-1	ACEP_ACEP_00016011-RA
OG0001169	PBAR_PB19646-RA	ACEP_ACEP_00001575-RA
OG0001170	PBAR_PB19649-RA	ACEP_ACEP_00001574-RA, ACEP_ACEP_00017010-RA
OG0001171	PBAR_PB19648-RA	ACEP_ACEP_00017009-RA, ACEP_ACEP_00001354-RA
OG0001172	PBAR_PB12423-RA	ACEP_ACEP_00001568-RA, ACEP_ACEP_00000949-RA
OG0001173	PBAR_PB21000-RA	ACEP_ACEP_00009465-RA, ACEP_ACEP_00001560-RA
OG0001174	PBAR_PB12410-RA	ACEP_ACEP_00001564-RA, ACEP_ACEP_00004322-RA, ACEP_ACEP_00016573-RA
OG0001175	PBAR_PB12391-RA	ACEP_ACEP_00001539-RA, ACEP_ACEP_00006920-RA
OG0001176	PBAR_PB12400-RA, PBAR_PB12390-RA	ACEP_ACEP_00001540-RA
OG0001177	PBAR_PB15389-RA	ACEP_ACEP_00001518-RA, ACEP_ACEP_00001519-RA
OG0001178	PBAR_PB15396-RA, PBAR_PB15391-RA	ACEP_ACEP_00001512-RA
OG0001179	PBAR_PB15386-RA, PBAR_PB15397-RA	ACEP_ACEP_00001510-RA
OG0001180	PBAR_PB15400-RA	ACEP_ACEP_00001493-RA, ACEP_ACEP_00001492-RA
OG0001181	PBAR_pbar_maelstrom-1, PBAR_PB15412-RA	ACEP_ACEP_00001483-RA
OG0001182	PBAR_PB15442-RA, PBAR_PB15443-RA	ACEP_ACEP_00001450-RA
OG0001183	PBAR_PB15441-RA	ACEP_ACEP_00001447-RA
OG0001184	PBAR_PB15438-RA	ACEP_ACEP_00001445-RA, ACEP_ACEP_00003772-RA
OG0001185	PBAR_PB12051-RA	ACEP_ACEP_00001412-RA, ACEP_ACEP_00001413-RA
OG0001186	PBAR_PB12278-RA	ACEP_ACEP_00001318-RA
OG0001187	PBAR_PB17282-RA, PBAR_PB17279-RA	ACEP_ACEP_00001267-RA
OG0001188	PBAR_PB20314-RA	ACEP_ACEP_00001234-RA, ACEP_ACEP_00001235-RA
OG0001189	PBAR_PB20336-RA	ACEP_ACEP_00001218-RA, ACEP_ACEP_00017032-RA
OG0001190	PBAR_PB20333-RA	ACEP_ACEP_00001216-RA
OG0001191	PBAR_PB20338-RA	ACEP_ACEP_00001205-RA
OG0001192	PBAR_PB23424-RA	ACEP_ACEP_00000221-RA, ACEP_ACEP_00001194-RA
OG0001193	PBAR_PB11758-RA	ACEP_ACEP_00001197-RA, ACEP_ACEP_00000217-RA
OG0001194	PBAR_PB11757-RA, PBAR_PB26813-RA	ACEP_ACEP_00001198-RA
OG0001195	PBAR_PB19014-RA	ACEP_ACEP_00001173-RA
OG0001196	PBAR_PB19039-RA	ACEP_ACEP_00001108-RA
OG0001197	PBAR_PB15212-RA	ACEP_ACEP_00006916-RA, ACEP_ACEP_00001076-RA
OG0001198	PBAR_PB13522-RA, PBAR_PB10078-RA	ACEP_ACEP_00001039-RA
OG0001199	PBAR_PB15534-RA	ACEP_ACEP_00001032-RA, ACEP_ACEP_00001031-RA
OG0001200	PBAR_PB15544-RA, PBAR_PB15546-RA	ACEP_ACEP_00001027-RA
OG0001201	PBAR_PB13886-RA, PBAR_PB13885-RA	ACEP_ACEP_00001014-RA
OG0001203	PBAR_PB21978-RA	ACEP_ACEP_00000988-RA
OG0001204	PBAR_PB14610-RA	ACEP_ACEP_00000944-RA, ACEP_ACEP_00014583-RA
OG0001205	PBAR_PB20640-RA, PBAR_PB23535-RA	ACEP_ACEP_00000903-RA
OG0001206	PBAR_PB21742-RA	ACEP_ACEP_00000872-RA, ACEP_ACEP_00000871-RA
OG0001209	PBAR_PB23812-RA	ACEP_ACEP_00000816-RA, ACEP_ACEP_00012380-RA
OG0001210	PBAR_PB14019-RA	ACEP_ACEP_00001579-RA, ACEP_ACEP_00011785-RA
OG0001211	PBAR_PB17692-RA	ACEP_ACEP_00011767-RA
OG0001212	PBAR_PB17724-RA	ACEP_ACEP_00011707-RA
OG0001213	PBAR_PB17542-RA	ACEP_ACEP_00014829-RA
OG0001214	PBAR_PB17547-RA	ACEP_ACEP_00014832-RA
OG0001215	PBAR_PB13416-RA	ACEP_ACEP_00014788-RA
OG0001217	PBAR_PB21445-RA	ACEP_ACEP_00018202-RA, ACEP_ACEP_00003678-RA
OG0001218	PBAR_PB18960-RA	ACEP_ACEP_00013878-RA, ACEP_ACEP_00016457-RA
OG0001219	PBAR_PB20519-RA, PBAR_PB20515-RA	ACEP_ACEP_00011025-RA
OG0001220	PBAR_pbar_RpS13-1	ACEP_ACEP_00010983-RA, ACEP_ACEP_00010992-RA
OG0001221	PBAR_PB23268-RA	ACEP_ACEP_00000633-RA, ACEP_ACEP_00010984-RA
OG0001222	PBAR_PB23273-RA	ACEP_ACEP_00010978-RA
OG0001223	PBAR_PB23265-RA, PBAR_PB16999-RA	ACEP_ACEP_00010986-RA
OG0001224	PBAR_PB23280-RA, PBAR_PB10034-RA	ACEP_ACEP_00010973-RA
OG0001225	PBAR_PB23300-RA, PBAR_PB23299-RA	ACEP_ACEP_00010956-RA
OG0001226	PBAR_PB23327-RA	ACEP_ACEP_00010927-RA, ACEP_ACEP_00010926-RA
OG0001227	PBAR_PB23331-RA	ACEP_ACEP_00010932-RA
OG0001228	PBAR_PB23337-RA	ACEP_ACEP_00010916-RA
OG0001229	PBAR_PB22751-RA	ACEP_ACEP_00017839-RA, ACEP_ACEP_00010925-RA
OG0001230	PBAR_PB20279-RA	ACEP_ACEP_00010900-RA
OG0001231	PBAR_PB20268-RA	ACEP_ACEP_00010886-RA
OG0001232	PBAR_PB20265-RA, PBAR_PB20267-RA	ACEP_ACEP_00010880-RA
OG0001233	PBAR_PB20218-RA	ACEP_ACEP_00010845-RA
OG0001234	PBAR_PB20204-RA	ACEP_ACEP_00010822-RA, ACEP_ACEP_00011850-RA
OG0001235	PBAR_PB16395-RA	ACEP_ACEP_00010780-RA, ACEP_ACEP_00010782-RA
OG0001236	PBAR_PB16394-RA	ACEP_ACEP_00012170-RA, ACEP_ACEP_00010771-RA
OG0001237	PBAR_PB25561-RA	ACEP_ACEP_00001772-RA, ACEP_ACEP_00017512-RA
OG0001238	PBAR_PB20467-RA	ACEP_ACEP_00010723-RA, ACEP_ACEP_00010722-RA
OG0001239	PBAR_PB24131-RA	ACEP_ACEP_00010714-RA
OG0001240	PBAR_PB16482-RA, PBAR_PB13248-RA	ACEP_ACEP_00010712-RA
OG0001241	PBAR_pbar_RpLP0_a-1, PBAR_pbar_RpLP0_b-1	ACEP_ACEP_00010713-RA
OG0001242	PBAR_PB18692-RA	ACEP_ACEP_00011143-RA, ACEP_ACEP_00016658-RA
OG0001243	PBAR_PB22888-RA	ACEP_ACEP_00009609-RA, ACEP_ACEP_00009623-RA
OG0001244	PBAR_PB20026-RA	ACEP_ACEP_00009561-RA, ACEP_ACEP_00009562-RA
OG0001245	PBAR_PB12104-RA, PBAR_PB12103-RA	ACEP_ACEP_00009509-RA
OG0001246	PBAR_PB21132-RA	ACEP_ACEP_00001941-RA, ACEP_ACEP_00009490-RA
OG0001247	PBAR_PB23711-RA	ACEP_ACEP_00009438-RA
OG0001248	PBAR_PB23682-RA	ACEP_ACEP_00009401-RA
OG0001249	PBAR_PB23674-RA	ACEP_ACEP_00009397-RA, ACEP_ACEP_00003458-RA
OG0001250	PBAR_PB15490-RA	ACEP_ACEP_00009391-RA
OG0001251	PBAR_PB19935-RA	ACEP_ACEP_00003334-RA, ACEP_ACEP_00009382-RA
OG0001252	PBAR_PB15754-RA	ACEP_ACEP_00015710-RA, ACEP_ACEP_00012407-RA
OG0001253	PBAR_PB26557-RA	ACEP_ACEP_00018146-RA
OG0001254	PBAR_PB15738-RA, PBAR_PB15733-RA	ACEP_ACEP_00015696-RA
OG0001256	PBAR_PB15459-RA, PBAR_PB17023-RA	ACEP_ACEP_00011978-RA
OG0001257	PBAR_PB22768-RA, PBAR_PB22766-RA	ACEP_ACEP_00011944-RA
OG0001258	PBAR_pbar_Serpin-5-1	ACEP_ACEP_00011909-RA, ACEP_ACEP_00011908-RA
OG0001259	PBAR_PB23291-RA, PBAR_PB10775-RA	ACEP_ACEP_00011911-RA
OG0001260	PBAR_CG_02549542	ACEP_ACEP_00011892-RA, ACEP_ACEP_00011893-RA
OG0001261	PBAR_PB18806-RA, PBAR_PB26200-RA, PBAR_PB13845-RA	ACEP_ACEP_00011849-RA
OG0001262	PBAR_PB19163-RA, PBAR_PB13326-RA	ACEP_ACEP_00013243-RA
OG0001263	PBAR_PB26280-RA	ACEP_ACEP_00017945-RA, ACEP_ACEP_00018059-RA
OG0001264	PBAR_PB12766-RA	ACEP_ACEP_00016386-RA, ACEP_ACEP_00013175-RA
OG0001265	PBAR_PB15376-RA, PBAR_PB15377-RA	ACEP_ACEP_00013154-RA
OG0001266	PBAR_PB12848-RA	ACEP_ACEP_00016571-RA, ACEP_ACEP_00016572-RA
OG0001267	PBAR_PB19255-RA	ACEP_ACEP_00016569-RA, ACEP_ACEP_00003151-RA
OG0001268	PBAR_PB18157-RA	ACEP_ACEP_00003750-RA
OG0001269	PBAR_pbar_RpL14-1	ACEP_ACEP_00009687-RA, ACEP_ACEP_00003717-RA
OG0001270	PBAR_PB23620-RA	ACEP_ACEP_00003654-RA, ACEP_ACEP_00000013-RA
OG0001271	PBAR_PB21479-RA, PBAR_PB21475-RA	ACEP_ACEP_00003635-RA
OG0001272	PBAR_PB14554-RA	ACEP_ACEP_00003558-RA, ACEP_ACEP_00016328-RA
OG0001273	PBAR_PB16173-RA	ACEP_ACEP_00003531-RA, ACEP_ACEP_00015975-RA
OG0001275	PBAR_PB13058-RA	ACEP_ACEP_00011555-RA, ACEP_ACEP_00006399-RA
OG0001276	PBAR_PB14597-RA, PBAR_PB10486-RA	ACEP_ACEP_00010027-RA
OG0001277	PBAR_PB13366-RA	ACEP_ACEP_00010000-RA
OG0001278	PBAR_PB13382-RA	ACEP_ACEP_00009995-RA, ACEP_ACEP_00009996-RA
OG0001279	PBAR_PB13385-RA, PBAR_PB13385-RB	ACEP_ACEP_00009987-RA
OG0001280	PBAR_PB13394-RA	ACEP_ACEP_00009970-RA
OG0001281	PBAR_PB13388-RA	ACEP_ACEP_00009968-RA
OG0001282	PBAR_PB24878-RA	ACEP_ACEP_00009912-RA, ACEP_ACEP_00009913-RA
OG0001283	PBAR_PB18478-RA	ACEP_ACEP_00009899-RA, ACEP_ACEP_00009904-RA
OG0001285	PBAR_Pbar_PDK1-RB, PBAR_Pbar_PDK1-RA	ACEP_ACEP_00009857-RA
OG0001286	PBAR_PB21885-RA	ACEP_ACEP_00009835-RA
OG0001287	PBAR_CG_02547645, PBAR_maker-pbar_scf7180000350228-augustus-gene-1.3-mRNA-1	ACEP_ACEP_00009804-RA
OG0001288	PBAR_PB14826-RA	ACEP_ACEP_00016151-RA, ACEP_ACEP_00016150-RA
OG0001289	PBAR_PB10607-RA, PBAR_PB21125-RA	ACEP_ACEP_00016128-RA
OG0001290	PBAR_PB11428-RA	ACEP_ACEP_00016129-RA, ACEP_ACEP_00016733-RA
OG0001291	PBAR_PB27116-RA, PBAR_PB25082-RA	ACEP_ACEP_00018025-RA
OG0001292	PBAR_PB25077-RA	ACEP_ACEP_00012482-RA, ACEP_ACEP_00012480-RA
OG0001293	PBAR_PB25078-RA	ACEP_ACEP_00012479-RA
OG0001294	PBAR_PB25063-RA	ACEP_ACEP_00012469-RA, ACEP_ACEP_00012470-RA
OG0001295	PBAR_PB25038-RA	ACEP_ACEP_00012444-RA, ACEP_ACEP_00014155-RA
OG0001297	PBAR_PB19590-RA	ACEP_ACEP_00014870-RA
OG0001298	PBAR_PB19603-RA	ACEP_ACEP_00014858-RA, ACEP_ACEP_00005836-RA
OG0001299	PBAR_PB19605-RA	ACEP_ACEP_00014855-RA
OG0001300	PBAR_PB12445-RA	ACEP_ACEP_00016705-RA
OG0001301	PBAR_PB24262-RA	ACEP_ACEP_00014490-RA
OG0001302	PBAR_PB24268-RA, PBAR_PB24268-RB	ACEP_ACEP_00014484-RA
OG0001303	PBAR_PB24254-RA	ACEP_ACEP_00014478-RA, ACEP_ACEP_00014482-RA
OG0001304	PBAR_PB10462-RA	ACEP_ACEP_00010128-RA, ACEP_ACEP_00016696-RA
OG0001305	PBAR_PB12743-RA, PBAR_PB12742-RA	ACEP_ACEP_00014653-RA
OG0001306	PBAR_PB12746-RA	ACEP_ACEP_00014656-RA, ACEP_ACEP_00014655-RA
OG0001308	PBAR_PB25233-RA	ACEP_ACEP_00015861-RA
OG0001309	PBAR_PB25238-RA, PBAR_PB25239-RA	ACEP_ACEP_00015855-RA
OG0001310	PBAR_PB15698-RA	ACEP_ACEP_00001983-RA, ACEP_ACEP_00015892-RA
OG0001311	PBAR_PB15511-RA, PBAR_PB23907-RA	ACEP_ACEP_00015889-RA
OG0001312	PBAR_PB15539-RA	ACEP_ACEP_00015885-RA
OG0001313	PBAR_PB13919-RA	ACEP_ACEP_00003889-RA, ACEP_ACEP_00015866-RA
OG0001314	PBAR_PB24700-RA, PBAR_PB12533-RA	ACEP_ACEP_00015870-RA
OG0001315	PBAR_PB25700-RA	ACEP_ACEP_00000810-RA, ACEP_ACEP_00008031-RA
OG0001316	PBAR_PB12654-RA	ACEP_ACEP_00008009-RA
OG0001317	PBAR_PB12641-RA	ACEP_ACEP_00007998-RA
OG0001318	PBAR_PB25578-RA	ACEP_ACEP_00007908-RA, ACEP_ACEP_00012259-RA
OG0001319	PBAR_PB24084-RA	ACEP_ACEP_00007903-RA
OG0001320	PBAR_PB24083-RA	ACEP_ACEP_00007905-RA
OG0001321	PBAR_PB20168-RA	ACEP_ACEP_00007861-RA
OG0001322	PBAR_PB11826-RA	ACEP_ACEP_00007802-RA, ACEP_ACEP_00007833-RA
OG0001323	PBAR_PB20122-RA	ACEP_ACEP_00007825-RA
OG0001324	PBAR_PB20113-RA	ACEP_ACEP_00007813-RA
OG0001325	PBAR_PB11831-RA	ACEP_ACEP_00007781-RA, ACEP_ACEP_00012384-RA
OG0001326	PBAR_PB11843-RA, PBAR_PB11840-RA	ACEP_ACEP_00007783-RA
OG0001327	PBAR_PB11852-RA	ACEP_ACEP_00007752-RA, ACEP_ACEP_00007773-RA
OG0001328	PBAR_Pbar_Cyt_b5_r_desat-1	ACEP_ACEP_00007734-RA
OG0001329	PBAR_pbar_CLIP2-RA	ACEP_ACEP_00007717-RA, ACEP_ACEP_00007716-RA
OG0001330	PBAR_PB16627-RA, PBAR_PB26600-RA	ACEP_ACEP_00018014-RA
OG0001331	PBAR_PB19722-RA	ACEP_ACEP_00016353-RA, ACEP_ACEP_00004160-RA
OG0001332	PBAR_PB26886-RA	ACEP_ACEP_00018081-RA, ACEP_ACEP_00018075-RA
OG0001333	PBAR_PB21607-RA, PBAR_PB21261-RA	ACEP_ACEP_00014446-RA
OG0001334	PBAR_PB26282-RA, PBAR_PB26901-RA, PBAR_PB26908-RA	ACEP_ACEP_00018087-RA
OG0001335	PBAR_PB26902-RA	ACEP_ACEP_00018083-RA, ACEP_ACEP_00018092-RA
OG0001336	PBAR_PB26909-RA	ACEP_ACEP_00018094-RA
OG0001336	PBAR_PB26893-RA	ACEP_ACEP_00018086-RA
OG0001337	PBAR_PB26914-RA	ACEP_ACEP_00014435-RA, ACEP_ACEP_00014439-RA
OG0001338	PBAR_PB26890-RA, PBAR_PB26900-RA	ACEP_ACEP_00018093-RA
OG0001339	PBAR_PB26907-RA	ACEP_ACEP_00018088-RA
OG0001340	PBAR_PB23885-RA	ACEP_ACEP_00018102-RA, ACEP_ACEP_00004402-RA
OG0001341	PBAR_PB21143-RA	ACEP_ACEP_00014395-RA, ACEP_ACEP_00014396-RA
OG0001342	PBAR_PB18290-RA	ACEP_ACEP_00014541-RA, ACEP_ACEP_00014540-RA
OG0001343	PBAR_PB26224-RA, PBAR_PB18351-RA	ACEP_ACEP_00014530-RA
OG0001344	PBAR_PB22853-RA, PBAR_PB22856-RA	ACEP_ACEP_00016343-RA
OG0001345	PBAR_PB21977-RA	ACEP_ACEP_00005921-RA
OG0001346	PBAR_PB15914-RA, PBAR_PB11362-RA	ACEP_ACEP_00005902-RA
OG0001347	PBAR_PB10741-RA	ACEP_ACEP_00005843-RA
OG0001348	PBAR_PB14496-RA	ACEP_ACEP_00005749-RA
OG0001349	PBAR_PB24195-RA	ACEP_ACEP_00005739-RA
OG0001350	PBAR_PB10269-RA	ACEP_ACEP_00005730-RA, ACEP_ACEP_00017585-RA
OG0001351	PBAR_PB23147-RA, PBAR_Pbar_nAChRa1-RA	ACEP_ACEP_00005729-RA
OG0001352	PBAR_PB17179-RA	ACEP_ACEP_00005699-RA
OG0001353	PBAR_PB22238-RA	ACEP_ACEP_00005638-RA
OG0001354	PBAR_Pbar_Uqcrc2_like-1	ACEP_ACEP_04573039-RA
OG0001355	PBAR_PB18985-RA, PBAR_PB18985-RB	ACEP_ACEP_00015005-RA
OG0001356	PBAR_PB11206-RA, PBAR_PB11206-RB	ACEP_ACEP_00014989-RA
OG0001357	PBAR_PB22455-RA	ACEP_ACEP_00014976-RA
OG0001358	PBAR_PB23141-RA, PBAR_PB23143-RA	ACEP_ACEP_00014923-RA
OG0001360	PBAR_PB10543-RA, PBAR_PB22133-RA	ACEP_ACEP_00007707-RA
OG0001361	PBAR_PB22134-RA, PBAR_PB10864-RA	ACEP_ACEP_00007703-RA
OG0001362	PBAR_PB22142-RA	ACEP_ACEP_00016519-RA, ACEP_ACEP_00007701-RA
OG0001363	PBAR_PB10585-RA, PBAR_Pbar_serrate-RA	ACEP_ACEP_00007676-RA
OG0001364	PBAR_PB12449-RA, PBAR_PB12449-RB	ACEP_ACEP_00007606-RA
OG0001365	PBAR_PB12451-RA	ACEP_ACEP_00007604-RA
OG0001366	PBAR_PB16012-RA	ACEP_ACEP_00006723-RA, ACEP_ACEP_00007595-RA
OG0001367	PBAR_PB18494-RA	ACEP_ACEP_00006488-RA, ACEP_ACEP_00007552-RA
OG0001368	PBAR_PB21712-RA	ACEP_ACEP_00002781-RA, ACEP_ACEP_00007537-RA
OG0001369	PBAR_PB18500-RA	ACEP_ACEP_00007539-RA
OG0001370	PBAR_PB18509-RA	ACEP_ACEP_00007540-RA
OG0001371	PBAR_PB18534-RA	ACEP_ACEP_00007517-RA
OG0001372	PBAR_PB10315-RA, PBAR_PB17877-RA	ACEP_ACEP_00007506-RA
OG0001373	PBAR_PB17899-RA	ACEP_ACEP_00007478-RA
OG0001374	PBAR_PB18986-RA, PBAR_PB24355-RA	ACEP_ACEP_00007449-RA
OG0001375	PBAR_PB24407-RA	ACEP_ACEP_00007411-RA, ACEP_ACEP_00007410-RA
OG0001376	PBAR_PB24428-RA	ACEP_ACEP_00007386-RA, ACEP_ACEP_00007385-RA
