Orthogroup	pbar_annotation	lhum_annotation
OG0004074	PBAR_10784-RA	LHUM_18009-RA
OG0004075	PBAR_10779-RA	LHUM_18006-RA
OG0004076	PBAR_10785-RA	LHUM_18011-RA
OG0004077	PBAR_10776-RA	LHUM_18005-RA
OG0004078	PBAR_10782-RA	LHUM_18010-RA
OG0004079	PBAR_10781-RA	LHUM_13270-RA
OG0004080	PBAR_10778-RA	LHUM_13267-RA
OG0004081	P_bar7994-1	LHUM_13259-RA
OG0004082	PBAR_ar_Rab6-RB	LHUM_20550-RA
OG0004083	PBAR_10788-RA	LHUM_20549-RA
OG0004084	PBAR_ar_5HT2-1	LHUM_20553-RA
OG0004085	PBAR_13562-RA	LHUM_20555-RA
OG0004086	PBAR_13557-RA	LHUM_20559-RA
OG0004087	PBAR_13559-RA	LHUM_20561-RA
OG0004088	PBAR_13560-RA	LHUM_20560-RA
OG0004089	PBAR_13561-RA	LHUM_20562-RA
OG0004090	PBAR_13556-RA	LHUM_20563-RA
OG0004091	PBAR_13555-RA	LHUM_20567-RA
OG0004092	PBAR_13554-RA	LHUM_20564-RA
OG0004093	PBAR_13551-RA	LHUM_20569-RA
OG0004094	PBAR_13548-RA	LHUM_20570-RA
OG0004095	PBAR_10669-RA	LHUM_20565-RA
OG0004096	PBAR_13553-RA	LHUM_20566-RA
OG0004097	PBAR_13550-RA	LHUM_20572-RA
OG0004098	PBAR_13547-RA	LHUM_20573-RA
OG0004099	PBAR_13538-RA	LHUM_20578-RA
OG0004100	PBAR_13542-RA	LHUM_20581-RA
OG0004101	PBAR_14952-RA	LHUM_20575-RA
OG0004102	PBAR_13544-RA	LHUM_20574-RA
OG0004103	PBAR_13540-RA	LHUM_20577-RA
OG0004104	PBAR_17603-RA	LHUM_15133-RA
OG0004105	PBAR_13912-RA	LHUM_10019-RA
OG0004106	PBAR_13914-RA	LHUM_10017-RA
OG0004107	PBAR_ar_IRE-1-1	LHUM_16200-RA
OG0004108	PBAR_22989-RA	LHUM_19744-RA
OG0004109	PBAR_21926-RA	LHUM_20917-RA
OG0004110	PBAR_18551-RA	LHUM_13723-RA
OG0004112	PBAR_13327-RA	LHUM_11344-RA
OG0004113	PBAR_13319-RA	LHUM_11349-RA
OG0004114	PBAR_13318-RA	LHUM_11348-RA
OG0004115	PBAR_13324-RA	LHUM_11346-RA
OG0004116	PBAR_13312-RA	LHUM_22683-RA
OG0004117	PBAR_13307-RA	LHUM_22688-RA
OG0004118	PBAR_ar_tungus-1	LHUM_15389-RA
OG0004119	PBAR_13304-RA	LHUM_22692-RA
OG0004120	PBAR_13306-RA	LHUM_15399-RA
OG0004121	PBAR_13309-RA	LHUM_22689-RA
OG0004122	PBAR_13303-RA	LHUM_15397-RA
OG0004123	PBAR_13305-RA	LHUM_15398-RA
OG0004124	PBAR_13300-RA	LHUM_15405-RA
OG0004125	PBAR_13301-RA	LHUM_15396-RA
OG0004126	PBAR_23744-RA	LHUM_15410-RA
OG0004127	PBAR_23743-RA	LHUM_15408-RA
OG0004128	PBAR_23738-RA	LHUM_15409-RA
OG0004129	PBAR_23739-RA	LHUM_15407-RA
OG0004130	PBAR_23735-RA	LHUM_15416-RA
OG0004131	PBAR_23740-RA	LHUM_15413-RA
OG0004132	PBAR_23741-RA	LHUM_15415-RA
OG0004133	PBAR_23732-RA	LHUM_15421-RA
OG0004134	PBAR_12790-RA	LHUM_15419-RA
OG0004135	PBAR_27041-RA	LHUM_15420-RA
OG0004136	PBAR_23734-RA	LHUM_15424-RA
OG0004137	PBAR_12796-RA	LHUM_16578-RA
OG0004138	PBAR_12799-RA	LHUM_16569-RA
OG0004139	PBAR_12797-RA	LHUM_10899-RA
OG0004140	PBAR_12788-RA	LHUM_10892-RA
OG0004141	PBAR_12784-RA	LHUM_16585-RA
OG0004142	PBAR_12783-RA	LHUM_16586-RA
OG0004143	PBAR_12785-RA	LHUM_16583-RA
OG0004144	PBAR_12776-RA	LHUM_11778-RA
OG0004145	PBAR_12763-RA	LHUM_11767-RA
OG0004146	PBAR_12772-RA	LHUM_11762-RA
OG0004147	PBAR_12779-RA	LHUM_11780-RA
OG0004148	PBAR_12778-RA	LHUM_11772-RA
OG0004149	PBAR_12775-RA	LHUM_11777-RA
OG0004150	PBAR_12765-RA	LHUM_11764-RA
OG0004151	PBAR_12769-RA	LHUM_11771-RA
OG0004152	PBAR_12761-RA	LHUM_11761-RA
OG0004153	PBAR_12768-RA	LHUM_11768-RA
OG0004154	PBAR_12754-RA	LHUM_24112-RA
OG0004155	CG_02550206	LHUM_24111-RA
OG0004156	PBAR_12748-RA	LHUM_24092-RA
OG0004157	PBAR_15374-RA	LHUM_11207-RA
OG0004158	PBAR_15362-RA	LHUM_11211-RA
OG0004159	PBAR_15363-RA	LHUM_11212-RA
OG0004160	PBAR_15364-RA	LHUM_11221-RA
OG0004161	PBAR_14732-RA	LHUM_11218-RA
OG0004162	PBAR_15367-RA	LHUM_11213-RA
OG0004163	PBAR_ar_PGRP-S1-RA	LHUM_um_PGRP-S1-1
OG0004164	PBAR_14736-RA	LHUM_11220-RA
OG0004165	PBAR_26500-RA	LHUM_25620-RA
OG0004167	PBAR_14733-RA	LHUM_11219-RA
OG0004168	PBAR_26501-RA	LHUM_25619-RA
OG0004169	PBAR_14737-RA	LHUM_16529-RA
OG0004170	PBAR_18419-RA	LHUM_15576-RA
OG0004171	PBAR_16028-RA	LHUM_15840-RA
OG0004172	PBAR_15986-RA	LHUM_11643-RA
OG0004173	PBAR_22463-RA	LHUM_10676-RA
OG0004174	PBAR_18113-RA	LHUM_13461-RA
OG0004175	PBAR_ar_RpS28_b-1	LHUM_17807-RA
OG0004176	PBAR_24293-RA	LHUM_23129-RA
OG0004177	PBAR_10058-RA	LHUM_19654-RA
OG0004178	PBAR_10059-RA	LHUM_19659-RA
OG0004179	PBAR_14096-RA	LHUM_22112-RA
OG0004180	PBAR_10850-RA	LHUM_19658-RA
OG0004181	PBAR_10062-RA	LHUM_19660-RA
OG0004182	PBAR_10851-RA	LHUM_19664-RA
OG0004183	PBAR_10061-RA	LHUM_19657-RA
OG0004184	PBAR_10060-RA	LHUM_19661-RA
OG0004185	PBAR_21541-RA	LHUM_22506-RA
OG0004186	PBAR_21540-RA	LHUM_22507-RA
OG0004187	PBAR_21534-RA	LHUM_22500-RA
OG0004188	PBAR_18153-RA	LHUM_24898-RA
OG0004189	PBAR_18159-RA	LHUM_15940-RA
OG0004190	PBAR_18146-RA	LHUM_15220-RA
OG0004191	PBAR_18112-RA	LHUM_15230-RA
OG0004192	PBAR_18142-RA	LHUM_24895-RA
OG0004193	PBAR_18141-RA	LHUM_15205-RA
OG0004194	PBAR_18132-RA	LHUM_15228-RA
OG0004195	PBAR_18135-RA	LHUM_15233-RA
OG0004196	PBAR_18144-RA	LHUM_15224-RA
OG0004197	PBAR_18131-RA	LHUM_15209-RA
OG0004198	PBAR_18134-RA	LHUM_24889-RA
OG0004199	PBAR_ar_Ndufb10_like-1	LHUM_24893-RA
OG0004200	PBAR_ar_RpL3-1	LHUM_24894-RA
OG0004201	PBAR_18133-RA	LHUM_24887-RA
OG0004202	PBAR_18145-RA	LHUM_24896-RA
OG0004203	PBAR_18119-RA	LHUM_13460-RA
OG0004204	PBAR_18124-RA	LHUM_13459-RA
OG0004205	PBAR_18129-RA	LHUM_15373-RA
OG0004206	PBAR_18116-RA	LHUM_13462-RA
OG0004207	PBAR_18118-RA	LHUM_15362-RA
OG0004208	PBAR_18127-RA	LHUM_15372-RA
OG0004209	PBAR_18126-RA	LHUM_15370-RA
OG0004210	PBAR_18121-RA	LHUM_15366-RA
OG0004211	PBAR_18128-RA	LHUM_15371-RA
OG0004212	PBAR_18117-RA	LHUM_15365-RA
OG0004213	PBAR_18114-RA	LHUM_15364-RA
OG0004214	PBAR_18125-RA	LHUM_15374-RA
OG0004215	PBAR_21457-RA	LHUM_24934-RA
OG0004216	PBAR_21453-RA	LHUM_24935-RA
OG0004217	PBAR_21456-RA	LHUM_24937-RA
OG0004218	PBAR_21448-RA	LHUM_24933-RA
OG0004219	PBAR_21447-RA	LHUM_24932-RA
OG0004221	PBAR_21444-RA	LHUM_24922-RA
OG0004222	PBAR_21439-RA	LHUM_24924-RA
OG0004223	PBAR_21446-RA	LHUM_24927-RA
OG0004224	PBAR_21440-RA	LHUM_24926-RA
OG0004225	PBAR_21438-RA	LHUM_24925-RA
OG0004226	PBAR_21441-RA	LHUM_24915-RA
OG0004227	PBAR_16291-RA	LHUM_24916-RA
OG0004228	PBAR_16290-RA	LHUM_24914-RA
OG0004229	PBAR_16286-RA	LHUM_24909-RA
OG0004230	PBAR_16285-RA	LHUM_24908-RA
OG0004231	PBAR_16280-RA	LHUM_24910-RA
OG0004232	PBAR_16278-RA	LHUM_24907-RA
OG0004233	PBAR_16279-RA	LHUM_24906-RA
OG0004234	PBAR_16282-RA	LHUM_24912-RA
OG0004235	PBAR_18907-RA	LHUM_24901-RA
OG0004236	PBAR_18914-RA	LHUM_24903-RA
OG0004237	PBAR_18912-RA	LHUM_24904-RA
OG0004238	PBAR_18917-RA	LHUM_24897-RA
OG0004239	PBAR_21460-RA	LHUM_24942-RA
OG0004240	PBAR_26930-RA	LHUM_24954-RA
OG0004241	PBAR_23138-RA	LHUM_24952-RA
OG0004242	PBAR_23125-RA	LHUM_24950-RA
OG0004243	PBAR_23150-RA	LHUM_24959-RA
OG0004244	PBAR_27007-RA	LHUM_26109-RA
OG0004245	PBAR_23156-RA	LHUM_24964-RA
OG0004246	PBAR_23154-RA	LHUM_24962-RA
OG0004247	PBAR_23153-RA	LHUM_24963-RA
OG0004248	PBAR_23160-RA	LHUM_15935-RA
OG0004249	PBAR_23166-RA	LHUM_15934-RA
OG0004250	PBAR_23168-RA	LHUM_15932-RA
OG0004251	PBAR_23167-RA	LHUM_15933-RA
OG0004252	PBAR_23170-RA	LHUM_15931-RA
OG0004253	PBAR_23169-RA	LHUM_15930-RA
OG0004254	PBAR_23171-RA	LHUM_15926-RA
OG0004255	PBAR_23176-RA	LHUM_15928-RA
OG0004257	PBAR_23178-RA	LHUM_14025-RA
OG0004258	PBAR_23172-RA	LHUM_14029-RA
OG0004259	PBAR_23179-RA	LHUM_14023-RA
OG0004260	PBAR_23185-RA	LHUM_14022-RA
OG0004261	PBAR_23174-RA	LHUM_14028-RA
OG0004262	PBAR_23177-RA	LHUM_15921-RA
OG0004263	PBAR_23183-RA	LHUM_14030-RA
OG0004264	PBAR_23184-RA	LHUM_14031-RA
OG0004265	PBAR_23190-RA	LHUM_14020-RA
OG0004266	PBAR_23188-RA	LHUM_14019-RA
OG0004267	PBAR_23189-RA	LHUM_14026-RA
OG0004268	PBAR_ar_Rpl7A-1	LHUM_14018-RA
OG0004269	PBAR_23182-RA	LHUM_14034-RA
OG0004270	PBAR_23192-RA	LHUM_14016-RA
OG0004271	PBAR_18537-RA	LHUM_14013-RA
OG0004272	PBAR_14563-RA	LHUM_14006-RA
OG0004273	PBAR_14564-RA	LHUM_14007-RA
OG0004274	PBAR_14561-RA	LHUM_14002-RA
OG0004275	PBAR_14559-RA	LHUM_14005-RA
OG0004276	PBAR_14560-RA	LHUM_14008-RA
OG0004277	PBAR_14555-RA	LHUM_13998-RA
OG0004278	PBAR_14556-RA	LHUM_13999-RA
OG0004279	PBAR_14549-RA	LHUM_11168-RA
OG0004280	PBAR_14551-RA	LHUM_11169-RA
OG0004281	PBAR_14553-RA	LHUM_11170-RA
OG0004282	PBAR_14552-RA	LHUM_11171-RA
OG0004283	PBAR_14544-RA	LHUM_11165-RA
OG0004284	PBAR_14546-RA	LHUM_11166-RA
OG0004285	PBAR_14545-RA	LHUM_11167-RA
OG0004286	PBAR_ar_caspase-like-1	LHUM_11162-RA
OG0004287	PBAR_26490-RA	LHUM_25320-RA
OG0004288	PBAR_ar_decay-like-1	LHUM_11163-RA
OG0004289	PBAR_14535-RA	LHUM_13337-RA
OG0004290	PBAR_14540-RA	LHUM_13334-RA
OG0004291	PBAR_14537-RA	LHUM_22542-RA
OG0004292	PBAR_14534-RA	LHUM_11155-RA
OG0004293	PBAR_14539-RA	LHUM_22543-RA
OG0004294	PBAR_14538-RA	LHUM_22541-RA
OG0004295	PBAR_14536-RA	LHUM_11158-RA
OG0004296	PBAR_14532-RA	LHUM_22539-RA
OG0004297	PBAR_14531-RA	LHUM_22537-RA
OG0004298	PBAR_14525-RA	LHUM_22536-RA
OG0004300	PBAR_18158-RA	LHUM_15238-RA
OG0004301	PBAR_18154-RA	LHUM_15951-RA
OG0004302	PBAR_18149-RA	LHUM_15948-RA
OG0004303	PBAR_18152-RA	LHUM_15947-RA
OG0004304	PBAR_18156-RA	LHUM_15952-RA
OG0004305	PBAR_18148-RA	LHUM_15242-RA
OG0004306	PBAR_24696-RA	LHUM_10278-RA
OG0004308	PBAR_16314-RA	LHUM_14910-RA
OG0004309	PBAR_18155-RA	LHUM_15941-RA
OG0004310	PBAR_17650-RA	LHUM_23980-RA
OG0004311	PBAR_22846-RA	LHUM_23172-RA
OG0004312	PBAR_17837-RA	LHUM_12397-RA
OG0004313	PBAR_15090-RA	LHUM_21000-RA
OG0004314	PBAR_15087-RA	LHUM_20997-RA
OG0004315	PBAR_18299-RA	LHUM_17689-RA
OG0004316	PBAR_18308-RA	LHUM_17680-RA
OG0004317	PBAR_18310-RA	LHUM_17681-RA
OG0004318	PBAR_18313-RA	LHUM_17679-RA
OG0004319	PBAR_18300-RA	LHUM_24550-RA
OG0004320	PBAR_18311-RA	LHUM_24558-RA
OG0004321	PBAR_18298-RA	LHUM_17693-RA
OG0004322	PBAR_18312-RA	LHUM_25688-RA
OG0004323	PBAR_18285-RA	LHUM_24551-RA
OG0004324	PBAR_18292-RA	LHUM_19940-RA
OG0004325	PBAR_14619-RA	LHUM_12124-RA
OG0004326	PBAR_14607-RA	LHUM_19949-RA
OG0004327	PBAR_18291-RA	LHUM_24561-RA
OG0004328	PBAR_14611-RA	LHUM_19951-RA
OG0004329	PBAR_18296-RA	LHUM_24565-RA
OG0004330	PBAR_18284-RA	LHUM_19187-RA
OG0004331	PBAR_18306-RA	LHUM_24560-RA
OG0004332	PBAR_18303-RA	LHUM_24555-RA
OG0004333	PBAR_ar_RpL38-1	LHUM_24552-RA
OG0004334	PBAR_14601-RA	LHUM_12130-RA
OG0004335	PBAR_14603-RA	LHUM_12121-RA
OG0004336	PBAR_14602-RA	LHUM_12117-RA
OG0004337	PBAR_14606-RA	LHUM_12129-RA
OG0004338	PBAR_14618-RA	LHUM_12120-RA
OG0004339	PBAR_14621-RA	LHUM_12126-RA
OG0004340	PBAR_14598-RA	LHUM_12145-RA
OG0004341	PBAR_14592-RA	LHUM_12138-RA
OG0004342	PBAR_13351-RA	LHUM_20652-RA
OG0004343	PBAR_13357-RA	LHUM_20646-RA
OG0004344	PBAR_13354-RA	LHUM_20653-RA
OG0004345	PBAR_14593-RA	LHUM_20655-RA
OG0004346	PBAR_13360-RA	LHUM_20645-RA
OG0004347	PBAR_13350-RA	LHUM_20650-RA
OG0004348	PBAR_13356-RA	LHUM_20644-RA
OG0004349	PBAR_13365-RA	LHUM_20638-RA
OG0004350	PBAR_ar_cactin-1	LHUM_24562-RA
OG0004351	PBAR_13368-RA	LHUM_20639-RA
OG0004352	PBAR_13377-RA	LHUM_24554-RA
OG0004353	PBAR_13374-RA	LHUM_24545-RA
OG0004354	PBAR_13370-RA	LHUM_24563-RA
OG0004355	PBAR_13371-RA	LHUM_24564-RA
OG0004356	PBAR_13364-RA	LHUM_24566-RA
OG0004357	PBAR_13369-RA	LHUM_20640-RA
OG0004358	PBAR_13381-RA	LHUM_23029-RA
OG0004359	PBAR_13378-RA	LHUM_23024-RA
OG0004360	PBAR_13390-RA	LHUM_23039-RA
OG0004361	PBAR_26415-RA	LHUM_23047-RA
OG0004362	PBAR_13398-RA	LHUM_23045-RA
OG0004363	PBAR_ar_SP2-1	LHUM_23044-RA
OG0004364	PBAR_13395-RA	LHUM_23041-RA
OG0004365	PBAR_13379-RA	LHUM_23034-RA
OG0004366	PBAR_13384-RA	LHUM_23032-RA
OG0004367	PBAR_13393-RA	LHUM_23025-RA
OG0004368	PBAR_24173-RA	LHUM_23026-RA
OG0004369	PBAR_13396-RA	LHUM_23033-RA
OG0004370	PBAR_24176-RA	LHUM_23058-RA
OG0004371	PBAR_13391-RA	LHUM_23043-RA
OG0004372	PBAR_24165-RA	LHUM_23027-RA
OG0004373	PBAR_13392-RA	LHUM_23040-RA
OG0004374	PBAR_ar_XBP-1-1	LHUM_23031-RA
OG0004375	PBAR_24178-RA	LHUM_23059-RA
OG0004376	PBAR_24181-RA	LHUM_23063-RA
OG0004377	PBAR_24172-RA	LHUM_20102-RA
OG0004378	PBAR_24179-RA	LHUM_23060-RA
OG0004379	PBAR_10954-RA	LHUM_11464-RA
OG0004380	PBAR_10952-RA	LHUM_23087-RA
OG0004381	PBAR_10955-RA	LHUM_20148-RA
OG0004382	PBAR_10962-RA	LHUM_23079-RA
OG0004383	PBAR_10963-RA	LHUM_20139-RA
OG0004384	PBAR_10958-RA	LHUM_23090-RA
OG0004385	PBAR_10951-RA	LHUM_23092-RA
OG0004386	PBAR_10965-RA	LHUM_23082-RA
OG0004387	PBAR_10961-RA	LHUM_23081-RA
OG0004388	PBAR_10966-RA	LHUM_20140-RA
OG0004389	PBAR_10950-RA	LHUM_23096-RA
OG0004390	PBAR_10953-RA	LHUM_23095-RA
OG0004391	PBAR_ar_TEP7-1	LHUM_um_TEP7-RA
OG0004392	PBAR_10946-RA	LHUM_20082-RA
OG0004393	PBAR_10942-RA	LHUM_20142-RA
OG0004394	PBAR_10947-RA	LHUM_20105-RA
OG0004395	PBAR_24866-RA	LHUM_23064-RA
OG0004396	PBAR_24865-RA	LHUM_23065-RA
OG0004397	PBAR_13902-RA	LHUM_23052-RA
OG0004398	PBAR_14493-RA	LHUM_16976-RA
OG0004399	PBAR_13893-RA	LHUM_23056-RA
OG0004400	PBAR_13895-RA	LHUM_23053-RA
OG0004401	PBAR_13899-RA	LHUM_23050-RA
OG0004402	PBAR_13894-RA	LHUM_23054-RA
OG0004403	PBAR_13897-RA	LHUM_23057-RA
OG0004404	PBAR_24877-RA	LHUM_23071-RA
OG0004405	PBAR_24875-RA	LHUM_23070-RA
OG0004406	PBAR_24874-RA	LHUM_23072-RA
OG0004407	PBAR_24867-RA	LHUM_23066-RA
OG0004408	PBAR_24873-RA	LHUM_23075-RA
OG0004409	PBAR_24879-RA	LHUM_23076-RA
OG0004410	PBAR_18487-RA	LHUM_23086-RA
OG0004411	PBAR_18477-RA	LHUM_23091-RA
OG0004412	PBAR_18482-RA	LHUM_23097-RA
OG0004413	PBAR_18484-RA	LHUM_23085-RA
OG0004414	PBAR_18485-RA	LHUM_20113-RA
OG0004415	PBAR_18488-RA	LHUM_20101-RA
OG0004416	PBAR_18491-RA	LHUM_20104-RA
OG0004417	PBAR_18486-RA	LHUM_23080-RA
OG0004418	PBAR_18690-RA	LHUM_18528-RA
OG0004419	PBAR_18684-RA	LHUM_18529-RA
OG0004420	PBAR_18481-RA	LHUM_20120-RA
OG0004421	PBAR_18682-RA	LHUM_18531-RA
OG0004422	PBAR_18675-RA	LHUM_18537-RA
OG0004423	PBAR_18674-RA	LHUM_18535-RA
OG0004424	PBAR_18681-RA	LHUM_18539-RA
OG0004425	PBAR_18668-RA	LHUM_18544-RA
OG0004426	PBAR_18669-RA	LHUM_18541-RA
OG0004427	PBAR_17749-RA	LHUM_18543-RA
OG0004428	PBAR_21884-RA	LHUM_20088-RA
OG0004429	PBAR_17766-RA	LHUM_18562-RA
OG0004430	PBAR_17763-RA	LHUM_18560-RA
OG0004431	PBAR_17765-RA	LHUM_18561-RA
OG0004432	PBAR_17757-RA	LHUM_18555-RA
OG0004433	PBAR_17756-RA	LHUM_18554-RA
OG0004434	PBAR_17755-RA	LHUM_18556-RA
OG0004435	PBAR_17759-RA	LHUM_18557-RA
OG0004436	PBAR_21882-RA	LHUM_20080-RA
OG0004437	PBAR_21886-RA	LHUM_20085-RA
OG0004438	PBAR_21888-RA	LHUM_20095-RA
OG0004439	PBAR_21883-RA	LHUM_20151-RA
OG0004441	PBAR_24839-RA	LHUM_20154-RA
OG0004442	PBAR_17546-RA	LHUM_20166-RA
OG0004443	PBAR_17538-RA	LHUM_20174-RA
OG0004444	PBAR_17545-RA	LHUM_20161-RA
OG0004445	PBAR_17525-RA	LHUM_12014-RA
OG0004446	PBAR_17529-RA	LHUM_12009-RA
OG0004447	PBAR_26661-RA	LHUM_12019-RA
OG0004448	PBAR_17526-RA	LHUM_10615-RA
OG0004449	PBAR_17534-RA	LHUM_12008-RA
OG0004450	PBAR_17527-RA	LHUM_19289-RA
OG0004451	PBAR_17530-RA	LHUM_19292-RA
OG0004452	PBAR_17533-RA	LHUM_19295-RA
OG0004453	PBAR_17539-RA	LHUM_20172-RA
OG0004454	PBAR_17528-RA	LHUM_20171-RA
OG0004455	PBAR_17522-RA	LHUM_12022-RA
OG0004456	PBAR_17520-RA	LHUM_12026-RA
OG0004457	PBAR_17509-RA	LHUM_12032-RA
OG0004458	PBAR_ar_RpS5-1	LHUM_12031-RA
OG0004459	PBAR_ar_Nudfa5-1	LHUM_12030-RA
OG0004460	PBAR_14830-RA	LHUM_10106-RA
OG0004461	PBAR_14840-RA	LHUM_10111-RA
OG0004462	PBAR_14828-RA	LHUM_13341-RA
OG0004463	PBAR_14835-RA	LHUM_13344-RA
OG0004464	PBAR_14844-RA	LHUM_10105-RA
OG0004465	PBAR_14833-RA	LHUM_10113-RA
OG0004466	PBAR_14846-RA	LHUM_12486-RA
OG0004467	PBAR_14827-RA	LHUM_13340-RA
OG0004468	PBAR_10219-RA	LHUM_10109-RA
OG0004469	PBAR_16315-RA	LHUM_11969-RA
OG0004470	PBAR_14837-RA	LHUM_13470-RA
OG0004471	PBAR_14834-RA	LHUM_13463-RA
OG0004472	PBAR_14848-RA	LHUM_13464-RA
OG0004473	PBAR_14836-RA	LHUM_13467-RA
OG0004474	PBAR_11799-RA	LHUM_12155-RA
OG0004475	PBAR_11805-RA	LHUM_12158-RA
OG0004476	PBAR_11791-RA	LHUM_12162-RA
OG0004477	PBAR_12844-RA	LHUM_21467-RA
OG0004478	PBAR_13852-RA	LHUM_13410-RA
OG0004479	PBAR_13856-RA	LHUM_13408-RA
OG0004480	PBAR_13857-RA	LHUM_13409-RA
OG0004481	PBAR_13859-RA	LHUM_13405-RA
OG0004482	PBAR_25075-RA	LHUM_13399-RA
OG0004483	PBAR_25080-RA	LHUM_13401-RA
OG0004484	PBAR_25079-RA	LHUM_13400-RA
OG0004485	PBAR_25076-RA	LHUM_13398-RA
OG0004486	PBAR_25054-RA	LHUM_17838-RA
OG0004487	PBAR_25060-RA	LHUM_12293-RA
OG0004488	PBAR_25055-RA	LHUM_17837-RA
OG0004489	PBAR_ar_notch-RA	LHUM_um_notch-RA
OG0004490	PBAR_25062-RA	LHUM_17847-RA
OG0004491	PBAR_25059-RA	LHUM_17828-RA
OG0004492	PBAR_25057-RA	LHUM_17841-RA
OG0004493	PBAR_25053-RA	LHUM_19392-RA
OG0004494	PBAR_25066-RA	LHUM_17851-RA
OG0004495	PBAR_25041-RA	LHUM_19356-RA
OG0004496	PBAR_25047-RA	LHUM_19366-RA
OG0004497	PBAR_25042-RA	LHUM_19357-RA
OG0004498	PBAR_25046-RA	LHUM_19362-RA
OG0004499	PBAR_27112-RA	LHUM_25782-RA
OG0004500	PBAR_25040-RA	LHUM_19719-RA
OG0004501	PBAR_25037-RA	LHUM_19358-RA
OG0004502	PBAR_15014-RA	LHUM_19702-RA
OG0004503	PBAR_15013-RA	LHUM_19701-RA
OG0004504	PBAR_18016-RA	LHUM_19700-RA
OG0004505	PBAR_15898-RA	LHUM_19690-RA
OG0004506	PBAR_15902-RA	LHUM_24846-RA
OG0004507	PBAR_18008-RA	LHUM_19698-RA
OG0004508	PBAR_18000-RA	LHUM_19693-RA
OG0004510	PBAR_22880-RA	LHUM_20714-RA
OG0004511	PBAR_22891-RA	LHUM_20712-RA
OG0004512	PBAR_ar_RpS27A-1	LHUM_16507-RA
OG0004513	PBAR_15460-RA	LHUM_22347-RA
OG0004514	PBAR_14940-RA	LHUM_12838-RA
OG0004515	PBAR_ar_RpL10-1	LHUM_20708-RA
OG0004516	PBAR_15451-RA	LHUM_20715-RA
OG0004517	PBAR_15447-RA	LHUM_22337-RA
OG0004519	PBAR_19584-RA	LHUM_22345-RA
OG0004520	PBAR_19596-RA	LHUM_22320-RA
OG0004521	PBAR_19593-RA	LHUM_22321-RA
OG0004522	PBAR_19591-RA	LHUM_22354-RA
OG0004523	PBAR_19586-RA	LHUM_22350-RA
OG0004524	PBAR_19595-RA	LHUM_22336-RA
OG0004525	PBAR_19601-RA	LHUM_22326-RA
OG0004526	PBAR_19599-RA	LHUM_22327-RA
OG0004527	PBAR_ar_cAMP-dependent-protein-kinase-1	LHUM_22324-RA
OG0004528	PBAR_19602-RA	LHUM_22323-RA
OG0004530	PBAR_10924-RA	LHUM_23481-RA
OG0004531	PBAR_11076-RA	LHUM_23557-RA
OG0004532	PBAR_10930-RA	LHUM_23486-RA
OG0004533	PBAR_10929-RA	LHUM_23485-RA
OG0004534	PBAR_14778-RA	LHUM_23562-RA
OG0004535	PBAR_14239-RA	LHUM_23580-RA
OG0004536	PBAR_10010-RA	LHUM_23570-RA
OG0004537	PBAR_12118-RA	LHUM_23575-RA
OG0004538	PBAR_24650-RA	LHUM_17486-RA
OG0004539	PBAR_24652-RA	LHUM_17488-RA
OG0004540	PBAR_24653-RA	LHUM_17487-RA
OG0004541	PBAR_24664-RA	LHUM_17554-RA
OG0004542	PBAR_24662-RA	LHUM_17482-RA
OG0004543	PBAR_24663-RA	LHUM_17552-RA
OG0004544	PBAR_24659-RA	LHUM_17556-RA
OG0004545	PBAR_24661-RA	LHUM_17481-RA
OG0004546	PBAR_24655-RA	LHUM_17489-RA
OG0004547	PBAR_24651-RA	LHUM_17545-RA
OG0004548	PBAR_24656-RA	LHUM_17544-RA
OG0004549	PBAR_24666-RA	LHUM_17555-RA
OG0004550	PBAR_24274-RA	LHUM_23620-RA
OG0004551	PBAR_24272-RA	LHUM_23533-RA
OG0004552	PBAR_24265-RA	LHUM_23523-RA
OG0004553	PBAR_24251-RA	LHUM_23629-RA
OG0004554	PBAR_24258-RA	LHUM_23618-RA
OG0004555	PBAR_24259-RA	LHUM_23614-RA
OG0004556	PBAR_24257-RA	LHUM_23613-RA
OG0004557	PBAR_24250-RA	LHUM_23606-RA
OG0004558	PBAR_24247-RA	LHUM_23603-RA
OG0004559	PBAR_24244-RA	LHUM_18666-RA
OG0004560	PBAR_24252-RA	LHUM_20216-RA
OG0004561	PBAR_24256-RA	LHUM_20214-RA
OG0004562	PBAR_24255-RA	LHUM_23598-RA
OG0004563	PBAR_ar_Ndufa4_like-1	LHUM_23612-RA
OG0004564	PBAR_24249-RA	LHUM_20213-RA
OG0004565	PBAR_24245-RA	LHUM_23590-RA
OG0004566	PBAR_24260-RA	LHUM_23592-RA
OG0004567	PBAR_24236-RA	LHUM_23591-RA
OG0004568	PBAR_24233-RA	LHUM_23571-RA
OG0004569	PBAR_24241-RA	LHUM_17773-RA
OG0004570	PBAR_24232-RA	LHUM_15632-RA
OG0004571	PBAR_24240-RA	LHUM_15630-RA
OG0004572	PBAR_10130-RA	LHUM_20585-RA
OG0004573	PBAR_20978-RA	LHUM_11373-RA
OG0004574	PBAR_15691-RA	LHUM_13816-RA
OG0004575	PBAR_18070-RA	LHUM_15326-RA
OG0004576	PBAR_16662-RA	LHUM_15321-RA
OG0004577	PBAR_16660-RA	LHUM_15314-RA
