Orthogroup	acep_annotation	lhum_annotation
OG0005211	ACEP_00007608-RA	LHUM_16020-RA
OG0005212	ACEP_00007602-RA	LHUM_14806-RA
OG0005213	ACEP_00007605-RA	LHUM_16016-RA
OG0005214	ACEP_00007610-RA	LHUM_16015-RA
OG0005215	ACEP_00007601-RA	LHUM_15117-RA
OG0005216	ACEP_00007594-RA	LHUM_14712-RA
OG0005217	ACEP_00007598-RA	LHUM_20810-RA
OG0005218	ACEP_00007597-RA	LHUM_14112-RA
OG0005219	ACEP_00007596-RA	LHUM_14113-RA
OG0005220	ACEP_00007599-RA	LHUM_15118-RA
OG0005221	ACEP_00007582-RA	LHUM_11940-RA
OG0005222	ACEP_00007588-RA	LHUM_11933-RA
OG0005223	ACEP_00007589-RA	LHUM_11928-RA
OG0005224	ACEP_00017319-RA	LHUM_25364-RA
OG0005225	ACEP_00007587-RA	LHUM_11920-RA
OG0005226	ACEP_00007581-RA	LHUM_11939-RA
OG0005227	ACEP_00007578-RA	LHUM_14128-RA
OG0005228	ACEP_00007579-RA	LHUM_14127-RA
OG0005229	ACEP_00007584-RA	LHUM_11934-RA
OG0005230	ACEP_00007590-RA	LHUM_20813-RA
OG0005231	ACEP_00007580-RA	LHUM_11938-RA
OG0005232	ACEP_00007583-RA	LHUM_11930-RA
OG0005233	ACEP_00007575-RA	LHUM_14123-RA
OG0005234	ACEP_00007574-RA	LHUM_14122-RA
OG0005235	ACEP_00007576-RA	LHUM_14126-RA
OG0005236	ACEP_00007577-RA	LHUM_14131-RA
OG0005237	ACEP_00007572-RA	LHUM_14124-RA
OG0005238	ACEP_00007568-RA	LHUM_14111-RA
OG0005239	ACEP_00007565-RA	LHUM_14931-RA
OG0005240	ACEP_00007564-RA	LHUM_14926-RA
OG0005241	ACEP_00007558-RA	LHUM_11812-RA
OG0005242	ACEP_00007566-RA	LHUM_14118-RA
OG0005243	ACEP_00017322-RA	LHUM_14928-RA
OG0005244	ACEP_00007569-RA	LHUM_14109-RA
OG0005245	ACEP_00007559-RA	LHUM_11811-RA
OG0005246	ACEP_00007554-RA	LHUM_14473-RA
OG0005247	ACEP_00007557-RA	LHUM_14472-RA
OG0005248	ACEP_00007551-RA	LHUM_10797-RA
OG0005249	ACEP_00007548-RA	LHUM_10798-RA
OG0005250	ACEP_00007545-RA	LHUM_14924-RA
OG0005251	ACEP_00007546-RA	LHUM_14922-RA
OG0005252	ACEP_00007549-RA	LHUM_10796-RA
OG0005253	ACEP_00007550-RA	LHUM_10799-RA
OG0005254	ACEP_00007530-RA	LHUM_11926-RA
OG0005255	ACEP_00007542-RA	LHUM_11925-RA
OG0005256	ACEP_00007536-RA	LHUM_11923-RA
OG0005257	ACEP_00007533-RA	LHUM_11927-RA
OG0005258	ACEP_00007529-RA	LHUM_11919-RA
OG0005259	ACEP_00007534-RA	LHUM_11918-RA
OG0005260	ACEP_00007541-RA	LHUM_11932-RA
OG0005261	ACEP_00007528-RA	LHUM_11929-RA
OG0005262	ACEP_00007538-RA	LHUM_12763-RA
OG0005263	ACEP_00007544-RA	LHUM_14923-RA
OG0005264	ACEP_00007521-RA	LHUM_11914-RA
OG0005266	ACEP_00007520-RA	LHUM_11911-RA
OG0005267	ACEP_00007513-RA	LHUM_19576-RA
OG0005268	ACEP_00007514-RA	LHUM_11900-RA
OG0005269	ACEP_00007516-RA	LHUM_11912-RA
OG0005270	ACEP_00007504-RA	LHUM_11905-RA
OG0005271	ACEP_00017324-RA	LHUM_25362-RA
OG0005272	ACEP_00007496-RA	LHUM_23255-RA
OG0005273	ACEP_00007494-RA	LHUM_23251-RA
OG0005274	ACEP_00007499-RA	LHUM_23264-RA
OG0005275	ACEP_00007501-RA	LHUM_11899-RA
OG0005276	ACEP_00007500-RA	LHUM_11896-RA
OG0005277	ACEP_00007495-RA	LHUM_23252-RA
OG0005278	ACEP_00007503-RA	LHUM_11897-RA
OG0005279	ACEP_00007485-RA	LHUM_19566-RA
OG0005280	ACEP_00007491-RA, ACEP_00007492-RA	LHUM_23249-RA
OG0005281	ACEP_00007489-RA	LHUM_19567-RA
OG0005282	ACEP_00007490-RA	LHUM_23250-RA
OG0005283	ACEP_00007482-RA	LHUM_19551-RA
OG0005284	ACEP_00007484-RA	LHUM_19555-RA
OG0005285	ACEP_00007493-RA	LHUM_23254-RA
OG0005286	ACEP_00007475-RA	LHUM_19557-RA
OG0005287	ACEP_00007470-RA	LHUM_19548-RA
OG0005288	ACEP_00007472-RA	LHUM_19564-RA
OG0005289	ACEP_00007477-RA	LHUM_19553-RA
OG0005290	ACEP_00007474-RA	LHUM_19563-RA
OG0005291	ACEP_00007471-RA	LHUM_19542-RA
OG0005292	ACEP_00007476-RA	LHUM_19561-RA
OG0005293	ACEP_00007479-RA	LHUM_19550-RA
OG0005294	ACEP_00007480-RA	LHUM_19559-RA
OG0005295	ACEP_00007465-RA	LHUM_19544-RA
OG0005296	ACEP_00007464-RA	LHUM_19539-RA
OG0005297	ACEP_00007466-RA	LHUM_19546-RA
OG0005298	ACEP_00007467-RA	LHUM_19545-RA
OG0005299	ACEP_00007461-RA	LHUM_19534-RA
OG0005300	ACEP_00007462-RA	LHUM_19532-RA
OG0005301	ACEP_00007459-RA	LHUM_19535-RA
OG0005302	ACEP_00007458-RA	LHUM_23274-RA
OG0005303	ACEP_00007460-RA	LHUM_19533-RA
OG0005304	ACEP_00007457-RA	LHUM_19574-RA
OG0005305	ACEP_00007456-RA	LHUM_19573-RA
OG0005306	ACEP_00007454-RA	LHUM_19572-RA
OG0005307	ACEP_00007453-RA	LHUM_19575-RA
OG0005308	ACEP_00007445-RA	LHUM_19586-RA
OG0005309	ACEP_00007452-RA	LHUM_19589-RA
OG0005310	ACEP_00007451-RA	LHUM_19584-RA
OG0005311	ACEP_00007450-RA	LHUM_19590-RA
OG0005312	ACEP_00007443-RA	LHUM_19587-RA
OG0005313	ACEP_00007444-RA	LHUM_19588-RA
OG0005314	ACEP_00007441-RA	LHUM_19598-RA
OG0005315	ACEP_00007442-RA	LHUM_19585-RA
OG0005316	ACEP_00007438-RA	LHUM_19583-RA
OG0005317	ACEP_00007435-RA	LHUM_19597-RA
OG0005318	ACEP_00007437-RA	LHUM_19595-RA
OG0005319	ACEP_00007434-RA	LHUM_19602-RA
OG0005320	ACEP_00017333-RA	LHUM_25802-RA
OG0005321	ACEP_00007428-RA	LHUM_19613-RA
OG0005322	ACEP_00007427-RA	LHUM_19610-RA
OG0005323	ACEP_00007429-RA	LHUM_19616-RA
OG0005324	ACEP_00007431-RA	LHUM_19612-RA
OG0005325	ACEP_00007430-RA	LHUM_19605-RA
OG0005326	ACEP_00007426-RA	LHUM_19615-RA
OG0005327	ACEP_00007424-RA	LHUM_19614-RA
OG0005328	ACEP_00007425-RA	LHUM_19604-RA
OG0005329	ACEP_00007432-RA	LHUM_19611-RA
OG0005330	ACEP_00007433-RA	LHUM_19607-RA
OG0005331	ACEP_00007407-RA	LHUM_24754-RA
OG0005332	ACEP_00007409-RA	LHUM_24767-RA
OG0005333	ACEP_00007415-RA	LHUM_24777-RA
OG0005334	ACEP_00007419-RA	LHUM_19629-RA
OG0005335	ACEP_00007412-RA	LHUM_24783-RA
OG0005336	ACEP_00007420-RA	LHUM_19606-RA
OG0005337	ACEP_00007416-RA	LHUM_24778-RA
OG0005338	ACEP_00007408-RA	LHUM_24757-RA
OG0005339	ACEP_00007414-RA	LHUM_24774-RA
OG0005340	ACEP_00007413-RA	LHUM_24772-RA
OG0005341	ACEP_00007418-RA	LHUM_24776-RA
OG0005342	ACEP_00007423-RA	LHUM_19608-RA
OG0005343	ACEP_00007422-RA	LHUM_19609-RA
OG0005344	ACEP_00007401-RA	LHUM_24761-RA
OG0005345	ACEP_00007400-RA	LHUM_24755-RA
OG0005346	ACEP_00007397-RA	LHUM_24764-RA
OG0005347	ACEP_00007402-RA	LHUM_24752-RA
OG0005348	ACEP_00007399-RA	LHUM_24760-RA
OG0005349	ACEP_00007406-RA	LHUM_24758-RA
OG0005350	ACEP_00007405-RA	LHUM_24753-RA
OG0005351	ACEP_00007394-RA	LHUM_24763-RA
OG0005352	ACEP_00007393-RA	LHUM_24749-RA
OG0005353	ACEP_00007395-RA	LHUM_24759-RA
OG0005354	ACEP_00007390-RA	LHUM_24750-RA
OG0005355	ACEP_00007387-RA	LHUM_24747-RA
OG0005356	ACEP_00007379-RA	LHUM_24735-RA
OG0005357	ACEP_00007377-RA	LHUM_24731-RA
OG0005358	ACEP_00007376-RA	LHUM_24728-RA
OG0005359	ACEP_00007382-RA	LHUM_24727-RA
OG0005360	ACEP_00007380-RA	LHUM_24733-RA
OG0005361	ACEP_00007375-RA	LHUM_24730-RA
OG0005362	ACEP_00007373-RA	LHUM_24734-RA
OG0005363	ACEP_00007378-RA	LHUM_24732-RA
OG0005364	ACEP_00007374-RA	LHUM_24740-RA
OG0005365	ACEP_00007369-RA	LHUM_24729-RA
OG0005366	ACEP_00007381-RA	LHUM_24738-RA
OG0005367	ACEP_00007383-RA	LHUM_24739-RA
OG0005368	ACEP_00007370-RA	LHUM_24742-RA
OG0005369	ACEP_00007384-RA	LHUM_24746-RA
OG0005370	ACEP_00007366-RA	LHUM_24743-RA
OG0005371	ACEP_00007363-RA	LHUM_24725-RA
OG0005372	ACEP_00007360-RA	LHUM_24741-RA
OG0005373	ACEP_00007367-RA	LHUM_24736-RA
OG0005374	ACEP_00007368-RA	LHUM_24744-RA
OG0005375	ACEP_00007352-RA	LHUM_24717-RA
OG0005376	ACEP_00007349-RA	LHUM_24716-RA
OG0005377	ACEP_00007345-RA	LHUM_25490-RA
OG0005378	ACEP_00017344-RA	LHUM_25485-RA
OG0005379	ACEP_00007347-RA	LHUM_24708-RA
OG0005380	ACEP_00007346-RA	LHUM_14080-RA
OG0005381	ACEP_00007348-RA	LHUM_24707-RA
OG0005382	ACEP_00007337-RA	LHUM_14074-RA
OG0005383	ACEP_00011233-RA	LHUM_20523-RA
OG0005384	ACEP_00011232-RA	LHUM_20521-RA
OG0005385	ACEP_00011235-RA	LHUM_20519-RA
OG0005386	ACEP_00011219-RA	LHUM_12144-RA
OG0005387	ACEP_00011225-RA	LHUM_21764-RA
OG0005388	ACEP_00011220-RA	LHUM_18563-RA
OG0005389	ACEP_00011229-RA	LHUM_12300-RA
OG0005390	ACEP_00011230-RA	LHUM_16753-RA
OG0005391	ACEP_00011224-RA	LHUM_21761-RA
OG0005392	ACEP_00011221-RA	LHUM_12068-RA
OG0005393	ACEP_00011223-RA	LHUM_12078-RA
OG0005394	ACEP_00011231-RA	LHUM_20522-RA
OG0005395	ACEP_00011215-RA	LHUM_17191-RA
OG0005396	ACEP_00011211-RA	LHUM_17203-RA
OG0005397	ACEP_00011214-RA	LHUM_17202-RA
OG0005398	ACEP_00011205-RA	LHUM_17213-RA
OG0005399	ACEP_00011206-RA	LHUM_17207-RA
OG0005400	ACEP_00011207-RA	LHUM_17204-RA
OG0005401	ACEP_00011209-RA	LHUM_17200-RA
OG0005402	ACEP_00011201-RA	LHUM_17208-RA
OG0005403	ACEP_00011202-RA	LHUM_17206-RA
OG0005404	ACEP_00011204-RA	LHUM_17212-RA
OG0005405	ACEP_00011203-RA	LHUM_17211-RA
OG0005406	ACEP_00011199-RA	LHUM_17217-RA
OG0005407	ACEP_00011198-RA	LHUM_17215-RA
OG0005408	ACEP_00011194-RA	LHUM_17219-RA
OG0005409	ACEP_00011195-RA	LHUM_17218-RA
OG0005410	ACEP_00011196-RA	LHUM_17216-RA
OG0005411	ACEP_00011189-RA	LHUM_17220-RA
OG0005412	ACEP_00011192-RA	LHUM_17221-RA
OG0005413	ACEP_00017746-RA	LHUM_25643-RA
OG0005414	ACEP_00011183-RA	LHUM_17223-RA
OG0005415	ACEP_00011182-RA	LHUM_17234-RA
OG0005416	ACEP_00011181-RA	LHUM_12092-RA
OG0005417	ACEP_00011184-RA	LHUM_17233-RA
OG0005418	ACEP_00011175-RA	LHUM_um_dally-RA
OG0005419	ACEP_00011172-RA	LHUM_17247-RA
OG0005420	ACEP_00011179-RA	LHUM_17251-RA
OG0005421	ACEP_00011176-RA	LHUM_17250-RA
OG0005422	ACEP_00011178-RA	LHUM_17245-RA
OG0005423	ACEP_00011177-RA	LHUM_10908-RA
OG0005424	ACEP_00011171-RA	LHUM_12164-RA
OG0005425	ACEP_00011170-RA	LHUM_12149-RA
OG0005426	ACEP_00011159-RA	LHUM_17261-RA
OG0005427	ACEP_00011164-RA	LHUM_17264-RA
OG0005428	ACEP_00011157-RA	LHUM_17258-RA
OG0005429	ACEP_00011156-RA	LHUM_17265-RA
OG0005430	ACEP_00011154-RA	LHUM_17259-RA
OG0005431	ACEP_00011158-RA	LHUM_17262-RA
OG0005432	ACEP_00011146-RA	LHUM_18524-RA
OG0005433	ACEP_00011147-RA	LHUM_18518-RA
OG0005434	ACEP_00011145-RA	LHUM_18523-RA
OG0005435	ACEP_00011144-RA	LHUM_18521-RA
OG0005436	ACEP_00011125-RA	LHUM_18517-RA
OG0005437	ACEP_00011131-RA	LHUM_18522-RA
OG0005438	ACEP_00011121-RA	LHUM_18512-RA
OG0005439	ACEP_00011116-RA	LHUM_18503-RA
OG0005440	ACEP_00011117-RA	LHUM_18509-RA
OG0005441	ACEP_00011111-RA	LHUM_18501-RA
OG0005442	ACEP_00011112-RA	LHUM_18505-RA
OG0005443	ACEP_00011113-RA	LHUM_18502-RA
OG0005444	ACEP_00011108-RA	LHUM_18498-RA
OG0005445	ACEP_00011109-RA	LHUM_18504-RA
OG0005446	ACEP_00011104-RA	LHUM_18493-RA
OG0005447	ACEP_00011101-RA	LHUM_18488-RA
OG0005448	ACEP_00011093-RA	LHUM_18479-RA
OG0005449	ACEP_00011102-RA	LHUM_18491-RA
OG0005450	ACEP_00011100-RA	LHUM_18472-RA
OG0005451	ACEP_00011105-RA	LHUM_18497-RA
OG0005452	ACEP_00011099-RA	LHUM_18485-RA
OG0005453	ACEP_00011103-RA	LHUM_18500-RA
OG0005455	ACEP_00011106-RA	LHUM_18494-RA
OG0005456	ACEP_00011086-RA	LHUM_23108-RA
OG0005457	ACEP_00011087-RA	LHUM_23099-RA
OG0005458	ACEP_00011090-RA	LHUM_18484-RA
OG0005459	ACEP_00011089-RA	LHUM_23101-RA
OG0005460	ACEP_00011077-RA	LHUM_18476-RA
OG0005461	ACEP_00011068-RA	LHUM_18489-RA
OG0005462	ACEP_00011081-RA	LHUM_18477-RA
OG0005463	ACEP_00011069-RA	LHUM_18473-RA
OG0005464	ACEP_00011071-RA	LHUM_23100-RA
OG0005465	ACEP_00011075-RA	LHUM_18481-RA
OG0005466	ACEP_00011070-RA	LHUM_18475-RA
OG0005467	ACEP_00011079-RA	LHUM_18483-RA
OG0005468	ACEP_00011084-RA	LHUM_20143-RA
OG0005469	ACEP_00011083-RA	LHUM_20145-RA
OG0005470	ACEP_00011082-RA	LHUM_18486-RA
OG0005471	ACEP_00011059-RA	LHUM_11466-RA
OG0005472	ACEP_00006516-RA, ACEP_00011060-RA	LHUM_14890-RA
OG0005473	ACEP_00011057-RA	LHUM_19184-RA
OG0005474	ACEP_00011063-RA	LHUM_23083-RA
OG0005475	ACEP_00011065-RA	LHUM_23102-RA
OG0005476	ACEP_00011066-RA	LHUM_23109-RA
OG0005477	ACEP_00011052-RA	LHUM_19182-RA
OG0005478	ACEP_00011053-RA	LHUM_19183-RA
OG0005479	ACEP_00011051-RA	LHUM_19190-RA
OG0005480	ACEP_00011055-RA	LHUM_19185-RA
OG0005481	ACEP_00011050-RA	LHUM_12452-RA
OG0005482	ACEP_00011046-RA	LHUM_16191-RA
OG0005483	ACEP_00011045-RA	LHUM_13279-RA
OG0005484	ACEP_00011048-RA	LHUM_20378-RA
OG0005485	ACEP_00011047-RA	LHUM_20393-RA
OG0005486	ACEP_00011042-RA	LHUM_11640-RA
OG0005487	ACEP_00011044-RA	LHUM_13280-RA
OG0005488	ACEP_00011049-RA	LHUM_20377-RA
OG0005489	ACEP_00011032-RA	LHUM_16787-RA
OG0005490	ACEP_00011036-RA	LHUM_12274-RA
OG0005491	ACEP_00011033-RA	LHUM_16772-RA
OG0005492	ACEP_00013634-RA	LHUM_21652-RA
OG0005493	ACEP_00013612-RA	LHUM_12504-RA
OG0005494	ACEP_00013617-RA	LHUM_12495-RA
OG0005495	ACEP_00013618-RA	LHUM_12501-RA
OG0005496	ACEP_00013615-RA	LHUM_25390-RA
OG0005497	ACEP_00013621-RA	LHUM_12490-RA
OG0005498	ACEP_00013620-RA	LHUM_12505-RA
OG0005499	ACEP_00013607-RA	LHUM_12541-RA
OG0005500	ACEP_00013610-RA	LHUM_12502-RA
OG0005501	ACEP_00013608-RA	LHUM_12507-RA
OG0005502	ACEP_00013611-RA	LHUM_12503-RA
OG0005503	ACEP_00013601-RA	LHUM_12535-RA
OG0005504	ACEP_00013604-RA	LHUM_12537-RA
OG0005505	ACEP_00013600-RA	LHUM_12536-RA
OG0005506	ACEP_00013606-RA	LHUM_12534-RA
OG0005507	ACEP_00013591-RA	LHUM_12530-RA
OG0005508	ACEP_00013595-RA	LHUM_12526-RA
OG0005509	ACEP_00013590-RA	LHUM_12528-RA
OG0005510	ACEP_00013593-RA	LHUM_12527-RA
OG0005511	ACEP_00013596-RA	LHUM_12539-RA
OG0005512	ACEP_00013584-RA	LHUM_11412-RA
OG0005513	ACEP_00013587-RA	LHUM_11415-RA
OG0005514	ACEP_00013586-RA	LHUM_11402-RA
OG0005515	ACEP_00013585-RA	LHUM_11407-RA
OG0005516	ACEP_00013583-RA	LHUM_11416-RA
OG0005517	ACEP_00013582-RA	LHUM_11418-RA
OG0005518	ACEP_00013581-RA	LHUM_11419-RA
OG0005519	ACEP_00013578-RA	LHUM_10191-RA
OG0005520	ACEP_00013577-RA	LHUM_10182-RA
OG0005521	ACEP_00013568-RA	LHUM_10907-RA
OG0005522	ACEP_00013573-RA	LHUM_10188-RA
OG0005523	ACEP_00013567-RA	LHUM_23898-RA
OG0005524	ACEP_00013572-RA	LHUM_10183-RA
OG0005525	ACEP_00013575-RA	LHUM_10181-RA
OG0005526	ACEP_00013570-RA	LHUM_10913-RA
OG0005527	ACEP_00013565-RA	LHUM_23897-RA
OG0005528	ACEP_00013562-RA	LHUM_23893-RA
OG0005529	ACEP_00013553-RA	LHUM_10157-RA
OG0005530	ACEP_00013550-RA	LHUM_10160-RA
OG0005531	ACEP_00013547-RA	LHUM_10161-RA
OG0005532	ACEP_00013551-RA	LHUM_10158-RA
OG0005533	ACEP_00013545-RA	LHUM_10927-RA
OG0005534	ACEP_00013541-RA	LHUM_10933-RA
OG0005535	ACEP_00013540-RA	LHUM_10928-RA
OG0005536	ACEP_00013544-RA	LHUM_10934-RA
OG0005537	ACEP_00013539-RA	LHUM_10936-RA
OG0005538	ACEP_00013543-RA	LHUM_10938-RA
OG0005539	ACEP_00013530-RA	LHUM_10930-RA
OG0005540	ACEP_00013522-RA	LHUM_20534-RA
OG0005541	ACEP_00013533-RA	LHUM_10931-RA
OG0005542	ACEP_00013528-RA	LHUM_20533-RA
OG0005543	ACEP_00013532-RA	LHUM_10926-RA
OG0005544	ACEP_00013531-RA	LHUM_10932-RA
OG0005545	ACEP_00013521-RA	LHUM_23380-RA
OG0005546	ACEP_00013534-RA	LHUM_10935-RA
OG0005547	ACEP_00013536-RA	LHUM_10937-RA
OG0005548	ACEP_00013535-RA	LHUM_10929-RA
OG0005549	ACEP_00013517-RA	LHUM_23376-RA
OG0005550	ACEP_00013515-RA	LHUM_23377-RA
OG0005551	ACEP_00013518-RA	LHUM_23369-RA
OG0005552	ACEP_00013520-RA	LHUM_23374-RA
OG0005553	ACEP_00013511-RA	LHUM_23373-RA
OG0005554	ACEP_00013502-RA	LHUM_25142-RA
OG0005555	ACEP_00013507-RA	LHUM_23351-RA
OG0005556	ACEP_00013503-RA	LHUM_25140-RA
OG0005557	ACEP_00013512-RA	LHUM_23375-RA
OG0005558	ACEP_00016514-RA	LHUM_22607-RA
OG0005559	ACEP_00016383-RA	LHUM_24407-RA
OG0005560	ACEP_00016548-RA	LHUM_11339-RA
OG0005561	ACEP_00016319-RA	LHUM_13789-RA
OG0005562	ACEP_00016408-RA	LHUM_16219-RA
OG0005563	ACEP_00016645-RA	LHUM_14158-RA
OG0005564	ACEP_00016691-RA	LHUM_22202-RA
OG0005565	ACEP_00016890-RA	LHUM_25182-RA
OG0005566	ACEP_00016440-RA	LHUM_18999-RA
OG0005567	ACEP_00016596-RA	LHUM_19974-RA
OG0005568	ACEP_00016444-RA	LHUM_20762-RA
OG0005569	ACEP_00003195-RA	LHUM_23127-RA
OG0005570	ACEP_00003194-RA	LHUM_23124-RA
OG0005571	ACEP_00003193-RA	LHUM_23126-RA
OG0005572	ACEP_00017138-RA	LHUM_25698-RA
OG0005573	ACEP_00003189-RA	LHUM_23115-RA
OG0005574	ACEP_00003181-RA	LHUM_10678-RA
OG0005576	ACEP_00003170-RA	LHUM_10679-RA
OG0005577	ACEP_00003171-RA	LHUM_10697-RA
OG0005578	ACEP_00003174-RA	LHUM_10689-RA
OG0005579	ACEP_00003175-RA	LHUM_10677-RA
OG0005580	ACEP_00003172-RA	LHUM_10687-RA
OG0005581	ACEP_00003180-RA	LHUM_10695-RA
OG0005582	ACEP_00003167-RA	LHUM_10694-RA
OG0005583	ACEP_00003165-RA	LHUM_10674-RA
OG0005584	ACEP_00003168-RA	LHUM_10688-RA
OG0005585	ACEP_00003163-RA	LHUM_10675-RA
OG0005586	ACEP_00003166-RA	LHUM_10696-RA
OG0005587	ACEP_00003159-RA	LHUM_10672-RA
OG0005589	ACEP_00003146-RA	LHUM_10670-RA
OG0005590	ACEP_00003138-RA	LHUM_18975-RA
OG0005591	ACEP_00003143-RA	LHUM_18985-RA
OG0005592	ACEP_00003139-RA	LHUM_18984-RA
OG0005593	ACEP_00003144-RA	LHUM_18053-RA
OG0005594	ACEP_00003145-RA	LHUM_18051-RA
OG0005595	ACEP_00003134-RA	LHUM_14959-RA
OG0005596	ACEP_00003128-RA	LHUM_14970-RA
OG0005597	ACEP_00003132-RA	LHUM_14971-RA
OG0005598	ACEP_00003129-RA	LHUM_14974-RA
OG0005599	ACEP_00003131-RA	LHUM_14975-RA
OG0005600	ACEP_00003125-RA	LHUM_14969-RA
OG0005601	ACEP_00003130-RA	LHUM_14968-RA
OG0005602	ACEP_00003133-RA	LHUM_14972-RA
OG0005603	ACEP_00003120-RA	LHUM_15012-RA
OG0005604	ACEP_00003119-RA	LHUM_15006-RA
OG0005605	ACEP_00003121-RA	LHUM_15007-RA
OG0005606	ACEP_00003122-RA	LHUM_18751-RA
OG0005607	ACEP_00003124-RA	LHUM_14977-RA
OG0005608	ACEP_00003104-RA	LHUM_15004-RA
OG0005609	ACEP_00003109-RA	LHUM_15001-RA
OG0005610	ACEP_00003111-RA	LHUM_15014-RA
OG0005611	ACEP_00003105-RA	LHUM_15002-RA
OG0005612	ACEP_00003113-RA	LHUM_15013-RA
OG0005613	ACEP_00003110-RA	LHUM_15005-RA
OG0005614	ACEP_00003116-RA	LHUM_um_aPKC-RA
OG0005615	ACEP_00003101-RA	LHUM_14999-RA
OG0005616	ACEP_00003095-RA	LHUM_14997-RA
OG0005617	ACEP_00003089-RA	LHUM_14994-RA
OG0005618	ACEP_00003087-RA	LHUM_14987-RA
OG0005619	ACEP_00003086-RA	LHUM_14986-RA
OG0005621	ACEP_00003085-RA	LHUM_14985-RA
OG0005622	ACEP_00003071-RA	LHUM_15740-RA
OG0005623	ACEP_00003076-RA	LHUM_15015-RB
OG0005624	ACEP_00003073-RA	LHUM_15009-RA
OG0005625	ACEP_00003072-RA	LHUM_15746-RA
OG0005626	ACEP_00003077-RA	LHUM_14981-RA
OG0005627	ACEP_00003078-RA	LHUM_14980-RA
OG0005628	ACEP_00003065-RA	LHUM_15743-RA
OG0005629	ACEP_00003063-RA	LHUM_15739-RA
OG0005630	ACEP_00003066-RA	LHUM_15744-RA
OG0005631	ACEP_00003070-RA	LHUM_15742-RA
OG0005632	ACEP_00003068-RA	LHUM_15741-RA
OG0005633	ACEP_00003069-RA	LHUM_15745-RA
OG0005634	ACEP_00003062-RA	LHUM_15734-RA
OG0005635	ACEP_00003061-RA	LHUM_10904-RA
OG0005636	ACEP_00003060-RA	LHUM_14467-RA
OG0005637	ACEP_00003058-RA	LHUM_14469-RA
OG0005638	ACEP_00017141-RA	LHUM_14460-RA
OG0005639	ACEP_00003042-RA	LHUM_12703-RA
OG0005640	ACEP_00003044-RA	LHUM_12704-RA
OG0005641	ACEP_00003045-RA	LHUM_14463-RA
OG0005643	ACEP_00003046-RA	LHUM_14462-RA
OG0005644	ACEP_00003040-RA	LHUM_12709-RA
OG0005645	ACEP_00003041-RA	LHUM_12705-RA
OG0005646	ACEP_00003039-RA	LHUM_12710-RA
OG0005647	ACEP_00003022-RA	LHUM_22490-RA
OG0005648	ACEP_00003018-RA	LHUM_22491-RA
OG0005649	ACEP_00003014-RA	LHUM_10091-RA
OG0005650	ACEP_00003015-RA	LHUM_10092-RA
OG0005651	ACEP_00003013-RA	LHUM_10096-RA
OG0005652	ACEP_00003007-RA	LHUM_10103-RA
OG0005653	ACEP_00003008-RA	LHUM_10099-RA
OG0005654	ACEP_00003009-RA	LHUM_10102-RA
OG0005655	ACEP_00002999-RA	LHUM_11954-RA
OG0005656	ACEP_00002996-RA	LHUM_11956-RA
OG0005657	ACEP_00002998-RA	LHUM_11953-RA
OG0005658	ACEP_00002994-RA	LHUM_11951-RA
OG0005659	ACEP_00002991-RA	LHUM_11958-RA
OG0005660	ACEP_00003001-RA	LHUM_11955-RA
OG0005661	ACEP_00003000-RA	LHUM_11957-RA
OG0005662	ACEP_00002986-RA	LHUM_11947-RA
OG0005663	ACEP_00002987-RA	LHUM_11946-RA
OG0005664	ACEP_00002990-RA	LHUM_11959-RA
OG0005665	ACEP_00002989-RA	LHUM_11952-RA
OG0005666	ACEP_00002983-RA	LHUM_10660-RA
OG0005667	ACEP_00002979-RA	LHUM_11230-RA
OG0005668	ACEP_00002969-RA	LHUM_18413-RA
OG0005669	ACEP_00002968-RA	LHUM_11941-RA
OG0005670	ACEP_00002963-RA	LHUM_11948-RA
OG0005671	ACEP_00002970-RA	LHUM_11944-RA
OG0005672	ACEP_00002965-RA	LHUM_11950-RA
OG0005673	ACEP_00002966-RA	LHUM_11949-RA
OG0005674	ACEP_00002959-RA	LHUM_16410-RA
OG0005675	ACEP_00002960-RA	LHUM_16407-RA
OG0005676	ACEP_00002956-RA	LHUM_16411-RA
OG0005677	ACEP_00002962-RA	LHUM_11943-RA
OG0005678	ACEP_00002952-RA	LHUM_16418-RA
OG0005679	ACEP_04566880-RA	CG_02185303
OG0005680	ACEP_00002954-RA	LHUM_16417-RA
OG0005681	ACEP_00002953-RA	LHUM_16419-RA
OG0005682	ACEP_00002947-RA	LHUM_16422-RA
OG0005683	ACEP_00002936-RA	LHUM_14227-RA
OG0005684	ACEP_00002942-RA	LHUM_16426-RA
OG0005685	ACEP_00002934-RA	LHUM_14225-RA
OG0005686	ACEP_00002941-RA	LHUM_16428-RA
OG0005687	ACEP_00002944-RA	LHUM_16425-RA
OG0005688	ACEP_00002937-RA	LHUM_14221-RA
OG0005689	ACEP_00002938-RA	LHUM_16429-RA
OG0005690	ACEP_00002939-RA	LHUM_16427-RA
OG0005691	ACEP_00002943-RA	LHUM_16430-RA
OG0005692	ACEP_00002928-RA	LHUM_14222-RA
OG0005693	ACEP_00002930-RA	LHUM_14224-RA
OG0005694	ACEP_00002929-RA	LHUM_14226-RA
OG0005695	ACEP_00002927-RA	LHUM_14228-RA
OG0005696	ACEP_00002924-RA	LHUM_14238-RA
OG0005697	ACEP_00002926-RA	LHUM_14237-RA
