Orthogroup	acep_annotation	lhum_annotation
OG0004726	ACEP_00007931-RA	LHUM_22960-RA
OG0004727	ACEP_00007930-RA	LHUM_22957-RA
OG0004728	ACEP_00007936-RA	LHUM_21664-RA
OG0004729	ACEP_00007937-RA	LHUM_21661-RA
OG0004730	ACEP_00007925-RA	LHUM_11679-RA
OG0004731	ACEP_00007928-RA	LHUM_22961-RA
OG0004732	ACEP_00007926-RA	LHUM_22954-RA
OG0004733	ACEP_00007923-RA	LHUM_22956-RA
OG0004734	ACEP_00007924-RA	LHUM_22955-RA
OG0004735	ACEP_00007929-RA	LHUM_22952-RA
OG0004736	ACEP_00007919-RA	LHUM_22963-RA
OG0004737	ACEP_00007914-RA	LHUM_22968-RA
OG0004738	ACEP_00007910-RA	LHUM_25171-RA
OG0004739	ACEP_00007907-RA	LHUM_10044-RA
OG0004740	ACEP_00007900-RA	LHUM_16443-RA
OG0004741	ACEP_00007901-RA	LHUM_16448-RA
OG0004742	ACEP_00007898-RA	LHUM_16438-RA
OG0004743	ACEP_00007899-RA	LHUM_16444-RA
OG0004744	ACEP_00007897-RA	LHUM_16436-RA
OG0004745	ACEP_00007892-RA	LHUM_16275-RA
OG0004746	ACEP_00007893-RA	LHUM_16273-RA
OG0004747	ACEP_00007888-RA	LHUM_16265-RA
OG0004748	ACEP_00007881-RA	LHUM_16263-RA
OG0004749	ACEP_00007884-RA	LHUM_16268-RA
OG0004750	ACEP_00007880-RA	LHUM_16264-RA
OG0004751	ACEP_00007886-RA	LHUM_16267-RA
OG0004752	ACEP_00007879-RA	LHUM_16261-RA
OG0004753	ACEP_00007876-RA	LHUM_16258-RA
OG0004754	ACEP_00007877-RA	LHUM_16262-RA
OG0004755	ACEP_00007870-RA	LHUM_16259-RA
OG0004756	ACEP_00007871-RA	LHUM_16256-RA
OG0004757	ACEP_00007875-RA	LHUM_16257-RA
OG0004758	ACEP_00007873-RA	LHUM_16260-RA
OG0004759	ACEP_00007860-RA	LHUM_16237-RA
OG0004760	ACEP_00007866-RA	LHUM_16255-RA
OG0004761	ACEP_00007865-RA	LHUM_16247-RA
OG0004762	ACEP_00007868-RA	LHUM_16253-RA
OG0004763	ACEP_00007867-RA	LHUM_16250-RA
OG0004764	ACEP_00007862-RA	LHUM_16248-RA
OG0004765	ACEP_00007869-RA	LHUM_16249-RA
OG0004766	ACEP_00007847-RA	LHUM_16231-RA
OG0004767	ACEP_00007844-RA	LHUM_18917-RA
OG0004768	ACEP_00007849-RA	LHUM_16241-RA
OG0004769	ACEP_00007853-RA	LHUM_16240-RA
OG0004770	ACEP_00007852-RA	LHUM_16236-RA
OG0004771	ACEP_00007843-RA	LHUM_18951-RA
OG0004772	ACEP_00007845-RA	LHUM_18914-RA
OG0004773	ACEP_00007855-RA	LHUM_16233-RA
OG0004774	ACEP_00007837-RA	LHUM_24279-RA
OG0004775	ACEP_00007835-RA	LHUM_24270-RA
OG0004776	ACEP_00007838-RA	LHUM_18946-RA
OG0004777	ACEP_00007841-RA	LHUM_18950-RA
OG0004778	ACEP_00007842-RA	LHUM_18948-RA
OG0004779	ACEP_00007830-RA	LHUM_24261-RA
OG0004780	ACEP_00007832-RA	LHUM_24265-RA
OG0004781	ACEP_00007829-RA	LHUM_24252-RA
OG0004782	ACEP_00007823-RA	LHUM_24255-RA
OG0004783	ACEP_00007826-RA	LHUM_24259-RA
OG0004784	ACEP_00007820-RA	LHUM_24244-RA
OG0004785	ACEP_00007819-RA	LHUM_24245-RA
OG0004786	ACEP_00007814-RA	LHUM_24235-RA
OG0004787	ACEP_00007815-RA	LHUM_24241-RA
OG0004788	ACEP_00007809-RA	LHUM_24225-RA
OG0004789	ACEP_00007807-RA	LHUM_24228-RA
OG0004790	ACEP_00007806-RA	LHUM_24227-RA
OG0004791	ACEP_00007796-RA	LHUM_24220-RA
OG0004792	ACEP_00007788-RA	LHUM_24208-RA
OG0004793	ACEP_00007794-RA	LHUM_24215-RA
OG0004794	ACEP_00007790-RA	LHUM_24204-RA
OG0004795	ACEP_00007792-RA	LHUM_24207-RA
OG0004796	ACEP_00007789-RA	LHUM_24210-RA
OG0004797	ACEP_00007780-RA	LHUM_18870-RA
OG0004798	ACEP_00007778-RA	LHUM_18862-RA
OG0004799	ACEP_00007776-RA	LHUM_18861-RA
OG0004800	ACEP_00007784-RA	LHUM_18856-RA
OG0004801	ACEP_00007779-RA	LHUM_18863-RA
OG0004802	ACEP_00007785-RA	LHUM_18855-RA
OG0004803	ACEP_00007767-RA	LHUM_18868-RA
OG0004804	ACEP_00007763-RA	LHUM_18867-RA
OG0004805	ACEP_00007771-RA	LHUM_18864-RA
OG0004806	ACEP_00007750-RA	LHUM_18874-RA
OG0004807	ACEP_00007751-RA	LHUM_18880-RA
OG0004808	ACEP_00007761-RA	LHUM_18878-RA
OG0004809	ACEP_00007762-RA	LHUM_18873-RA
OG0004810	ACEP_00007745-RA	LHUM_18877-RA
OG0004811	ACEP_00007746-RA	LHUM_18882-RA
OG0004812	ACEP_00007744-RA	LHUM_18879-RA
OG0004813	ACEP_00007749-RA	LHUM_18875-RA
OG0004814	ACEP_00007748-RA	LHUM_18872-RA
OG0004815	ACEP_00007730-RA	LHUM_18892-RA
OG0004816	ACEP_00007738-RA	LHUM_18888-RA
OG0004817	ACEP_00007732-RA	LHUM_18896-RA
OG0004818	ACEP_00007731-RA	LHUM_18895-RA
OG0004819	ACEP_00007729-RA	LHUM_18900-RA
OG0004820	ACEP_00007725-RA	LHUM_18903-RA
OG0004821	ACEP_00007726-RA	LHUM_um_nemo-RA
OG0004822	ACEP_00007715-RA	LHUM_18934-RA
OG0004823	ACEP_00007713-RA	LHUM_18932-RA
OG0004824	ACEP_00007723-RA	LHUM_18906-RA
OG0004825	ACEP_00007714-RA	LHUM_18933-RA
OG0004826	ACEP_00007712-RA	LHUM_18931-RA
OG0004827	ACEP_00007708-RA	LHUM_18912-RA
OG0004828	ACEP_00007710-RA	LHUM_18926-RA
OG0004829	ACEP_00007711-RA	LHUM_18925-RA
OG0004830	ACEP_00016351-RA	LHUM_22260-RA
OG0004831	ACEP_00012234-RA	LHUM_20320-RA
OG0004832	ACEP_03384359-RA	LHUM_14894-RA
OG0004833	ACEP_00012228-RA	LHUM_20321-RA
OG0004834	ACEP_00012230-RA	LHUM_20319-RA
OG0004835	ACEP_00012217-RA	LHUM_20065-RA
OG0004836	ACEP_00012218-RA	LHUM_20070-RA
OG0004837	ACEP_00012212-RA	LHUM_20053-RA
OG0004838	ACEP_00012214-RA	LHUM_20051-RA
OG0004839	ACEP_00012211-RA	LHUM_20050-RA
OG0004840	ACEP_00012215-RA	LHUM_20045-RA
OG0004841	ACEP_00012216-RA	LHUM_20073-RA
OG0004842	ACEP_00012208-RA	LHUM_20046-RA
OG0004843	ACEP_00012210-RA	LHUM_20052-RA
OG0004844	ACEP_00012207-RA	LHUM_20049-RA
OG0004845	ACEP_00012206-RA	LHUM_20048-RA
OG0004846	ACEP_00012200-RA	LHUM_20042-RA
OG0004847	ACEP_00012199-RA	LHUM_20041-RA
OG0004848	ACEP_00012201-RA	LHUM_20043-RA
OG0004849	ACEP_00012204-RA	LHUM_20057-RA
OG0004850	ACEP_00012193-RA	LHUM_20039-RA
OG0004851	ACEP_00012191-RA	LHUM_20037-RA
OG0004852	ACEP_00012194-RA	LHUM_20040-RA
OG0004853	ACEP_00012186-RA	LHUM_20038-RA
OG0004854	ACEP_00012189-RA	LHUM_20036-RA
OG0004855	ACEP_00012188-RA	LHUM_20035-RA
OG0004856	ACEP_00012183-RA	LHUM_20034-RA
OG0004857	ACEP_00018016-RA	LHUM_25847-RA
OG0004858	ACEP_00012174-RA	LHUM_20030-RA
OG0004859	ACEP_00012167-RA	LHUM_14308-RA
OG0004860	ACEP_00012164-RA	LHUM_14319-RA
OG0004861	ACEP_00012168-RA	LHUM_18465-RA
OG0004862	ACEP_00012165-RA	LHUM_14316-RA
OG0004863	ACEP_00012169-RA	LHUM_18468-RA
OG0004864	ACEP_00012166-RA	LHUM_14306-RA
OG0004865	ACEP_00012163-RA	LHUM_14314-RA
OG0004866	ACEP_00012160-RA	LHUM_14328-RA
OG0004867	ACEP_00012159-RA	LHUM_14327-RA
OG0004868	ACEP_00012156-RA	LHUM_14325-RA
OG0004869	ACEP_00012153-RA	LHUM_14338-RA
OG0004870	ACEP_00012148-RA	LHUM_14335-RA
OG0004871	ACEP_00012149-RA	LHUM_14341-RA
OG0004872	ACEP_00012155-RA	LHUM_14330-RA
OG0004873	ACEP_00012150-RA	LHUM_14342-RA
OG0004874	ACEP_00012154-RA	LHUM_14336-RA
OG0004875	ACEP_00016926-RA	LHUM_20225-RA
OG0004876	ACEP_00014451-RA	LHUM_25841-RA
OG0004877	ACEP_00018079-RA	LHUM_25853-RA
OG0004878	ACEP_00018082-RA	LHUM_25856-RA
OG0004879	ACEP_00014445-RA	LHUM_25839-RA
OG0004880	ACEP_00018091-RA	LHUM_25822-RA
OG0004881	ACEP_00014442-RA	LHUM_20248-RA
OG0004882	ACEP_00014440-RA	LHUM_20243-RA
OG0004883	ACEP_00014443-RA	LHUM_20246-RA
OG0004884	ACEP_00018099-RA	LHUM_25852-RA
OG0004885	ACEP_00014441-RA	LHUM_20249-RA
OG0004886	ACEP_00014444-RA	LHUM_20244-RA
OG0004887	ACEP_00014433-RA	LHUM_20227-RA
OG0004888	ACEP_00014437-RA	LHUM_20228-RA
OG0004889	ACEP_00014430-RA	LHUM_20223-RA
OG0004890	ACEP_00014428-RA	LHUM_20229-RA
OG0004891	ACEP_00014431-RA	LHUM_20230-RA
OG0004892	ACEP_00014427-RA	LHUM_20220-RA
OG0004893	ACEP_00014424-RA	LHUM_20219-RA
OG0004894	ACEP_00014420-RA	LHUM_21763-RA
OG0004895	ACEP_00014422-RA	LHUM_20198-RA
OG0004896	ACEP_00014423-RA	LHUM_20218-RA
OG0004897	ACEP_00014421-RA	LHUM_20202-RA
OG0004898	ACEP_00014419-RA	LHUM_21760-RA
OG0004899	ACEP_00014415-RA	LHUM_21754-RA
OG0004900	ACEP_00014417-RA	LHUM_21755-RA
OG0004901	ACEP_00014413-RA	LHUM_21752-RA
OG0004902	ACEP_00014412-RA	LHUM_21750-RA
OG0004903	ACEP_00014414-RA	LHUM_21756-RA
OG0004904	ACEP_00014403-RA	LHUM_12933-RA
OG0004905	ACEP_00014407-RA	LHUM_21746-RA
OG0004906	ACEP_00014408-RA	LHUM_21751-RA
OG0004907	ACEP_00014398-RA	LHUM_12928-RA
OG0004908	ACEP_00014400-RA	LHUM_12934-RA
OG0004909	ACEP_00014402-RA	LHUM_12936-RA
OG0004910	ACEP_00014401-RA	LHUM_12932-RA
OG0004911	ACEP_00014397-RA	LHUM_12931-RA
OG0004912	ACEP_00014391-RA	LHUM_23206-RA
OG0004913	ACEP_00014390-RA	LHUM_23203-RA
OG0004914	ACEP_00014389-RA	LHUM_23202-RA
OG0004915	ACEP_00014388-RA	LHUM_20757-RA
OG0004916	ACEP_00014394-RA	LHUM_23204-RA
OG0004917	ACEP_00014612-RA	LHUM_24138-RA
OG0004918	ACEP_00014613-RA	LHUM_24130-RA
OG0004919	ACEP_00014611-RA	LHUM_24140-RA
OG0004921	ACEP_00014597-RA	LHUM_19291-RA
OG0004922	ACEP_00014596-RA	LHUM_19299-RA
OG0004923	ACEP_00014595-RA	LHUM_19293-RA
OG0004924	ACEP_00014598-RA	LHUM_19298-RA
OG0004925	ACEP_00014588-RA	LHUM_13249-RA
OG0004926	ACEP_00014587-RA	LHUM_20386-RA
OG0004927	ACEP_00014578-RA	LHUM_18724-RA
OG0004928	ACEP_00014582-RA	LHUM_18731-RA
OG0004929	ACEP_00014571-RA	LHUM_13257-RA
OG0004930	ACEP_00014573-RA	LHUM_13251-RA
OG0004931	ACEP_00014576-RA	LHUM_18721-RA
OG0004932	ACEP_00014565-RA	LHUM_20414-RA
OG0004933	ACEP_00014564-RA	LHUM_13246-RA
OG0004934	ACEP_00014561-RA	LHUM_20387-RA
OG0004935	ACEP_00014559-RA	LHUM_20373-RA
OG0004936	ACEP_00014557-RA	LHUM_20410-RA
OG0004937	ACEP_00014553-RA	LHUM_20411-RA
OG0004938	ACEP_00014552-RA	LHUM_20413-RA
OG0004939	ACEP_00014554-RA	LHUM_20421-RA
OG0004940	ACEP_00014556-RA	LHUM_20409-RA
OG0004941	ACEP_00014546-RA	LHUM_19954-RA
OG0004942	ACEP_00014542-RA	LHUM_20370-RA
OG0004943	ACEP_00014545-RA	LHUM_19288-RA
OG0004944	ACEP_00014544-RA	LHUM_20372-RA
OG0004945	ACEP_00014549-RA	LHUM_11475-RA
OG0004946	ACEP_00014535-RA	LHUM_18752-RA
OG0004947	ACEP_00014539-RA	LHUM_20376-RA
OG0004948	ACEP_00014536-RA	LHUM_18754-RA
OG0004949	ACEP_00014537-RA	LHUM_18753-RA
OG0004950	ACEP_00014538-RA	LHUM_20389-RA
OG0004951	ACEP_00014529-RA	LHUM_11474-RA
OG0004952	ACEP_00014532-RA	LHUM_13247-RA
OG0004953	ACEP_00014534-RA	LHUM_16774-RA
OG0004954	ACEP_00014533-RA	LHUM_16776-RA
OG0004955	ACEP_00014527-RA	LHUM_20126-RA
OG0004956	ACEP_00016323-RA	LHUM_23013-RA
OG0004957	ACEP_00016579-RA	LHUM_12234-RA
OG0004958	ACEP_00016813-RA	LHUM_15202-RA
OG0004959	ACEP_00005962-RA	LHUM_17025-RA
OG0004960	ACEP_00005948-RA	LHUM_17022-RA
OG0004961	ACEP_00005946-RA	LHUM_17020-RA
OG0004962	ACEP_00005940-RA	LHUM_15179-RA
OG0004963	ACEP_00005944-RA	LHUM_17048-RA
OG0004964	ACEP_00005942-RA	LHUM_17041-RA
OG0004965	ACEP_00005938-RA	LHUM_15180-RA
OG0004966	ACEP_00005930-RA	LHUM_15193-RA
OG0004967	ACEP_00005935-RA	LHUM_15176-RA
OG0004968	ACEP_00005934-RA	LHUM_15194-RA
OG0004969	ACEP_00005928-RA	LHUM_15192-RA
OG0004970	ACEP_00005933-RA	LHUM_15191-RA
OG0004971	ACEP_00017573-RA	LHUM_19006-RA
OG0004972	ACEP_00005919-RA	LHUM_12757-RA
OG0004973	ACEP_00005923-RA	LHUM_16940-RA
OG0004974	ACEP_00005918-RA	LHUM_12764-RA
OG0004975	ACEP_00005916-RA	LHUM_16924-RA
OG0004976	ACEP_00005917-RA	LHUM_13501-RA
OG0004977	ACEP_00005911-RA	LHUM_16975-RA
OG0004978	ACEP_00005904-RA	LHUM_10339-RA
OG0004979	ACEP_00005905-RA	LHUM_10337-RA
OG0004980	ACEP_00005908-RA	LHUM_10350-RA
OG0004981	ACEP_00005897-RA	LHUM_16045-RA
OG0004982	ACEP_00005894-RA	LHUM_16040-RA
OG0004983	ACEP_00005896-RA	LHUM_16044-RA
OG0004984	ACEP_00005889-RA	LHUM_15177-RA
OG0004985	ACEP_00005876-RA	LHUM_11532-RA
OG0004986	ACEP_00005880-RA	LHUM_11536-RA
OG0004987	ACEP_00005879-RA	LHUM_11528-RA
OG0004988	ACEP_00005881-RA	LHUM_11534-RA
OG0004989	ACEP_00005853-RA	LHUM_23779-RA
OG0004990	ACEP_00005855-RA	LHUM_23780-RA
OG0004992	ACEP_00005852-RA	LHUM_23783-RA
OG0004993	ACEP_00005851-RA	LHUM_13927-RA
OG0004994	ACEP_00005842-RA	LHUM_10628-RA
OG0004995	ACEP_00005827-RA	LHUM_10632-RA
OG0004996	ACEP_00005826-RA	LHUM_10634-RA
OG0004997	ACEP_00005818-RA	LHUM_11032-RA
OG0004998	ACEP_00005813-RA	LHUM_11031-RA
OG0004999	ACEP_00005814-RA	LHUM_11028-RA
OG0005000	ACEP_00005822-RA	LHUM_11608-RA
OG0005001	ACEP_00005806-RA	LHUM_11034-RA
OG0005002	ACEP_00005812-RA	LHUM_11030-RA
OG0005003	ACEP_00005794-RA	LHUM_16034-RA
OG0005004	ACEP_00005791-RA	LHUM_16027-RA
OG0005005	ACEP_00005793-RA	LHUM_16028-RA
OG0005006	ACEP_00005796-RA	LHUM_10351-RA
OG0005007	ACEP_00005790-RA	LHUM_16026-RA
OG0005009	ACEP_00005775-RA	LHUM_16039-RA
OG0005010	ACEP_00005776-RA	LHUM_16041-RA
OG0005011	ACEP_00005773-RA	LHUM_16037-RA
OG0005012	ACEP_00005779-RA	LHUM_16029-RA
OG0005013	ACEP_00005766-RA	LHUM_12598-RA
OG0005014	ACEP_00005765-RA	LHUM_12592-RA
OG0005015	ACEP_00005767-RA	LHUM_16043-RA
OG0005016	ACEP_00005760-RA	LHUM_12602-RA
OG0005017	ACEP_00005763-RA	LHUM_12601-RA
OG0005018	ACEP_00005759-RA	LHUM_16770-RA
OG0005019	ACEP_00005752-RA	LHUM_23804-RA
OG0005020	ACEP_00005754-RA	LHUM_12439-RA
OG0005021	ACEP_00005751-RA	LHUM_23798-RA
OG0005022	ACEP_00005753-RA	LHUM_12440-RA
OG0005023	ACEP_00005745-RA	LHUM_23814-RA
OG0005024	ACEP_00005746-RA	LHUM_23800-RB
OG0005025	ACEP_00005743-RA	LHUM_23812-RA
OG0005026	ACEP_00005738-RA	LHUM_23807-RA
OG0005027	ACEP_00005742-RA	LHUM_23813-RA
OG0005028	ACEP_00005737-RA	LHUM_23809-RA
OG0005029	ACEP_00005736-RA	LHUM_23808-RA
OG0005030	ACEP_00005726-RA	LHUM_23825-RA
OG0005031	ACEP_00005725-RA	LHUM_23828-RA
OG0005032	ACEP_00005722-RA	LHUM_23827-RA
OG0005033	ACEP_00005721-RA	LHUM_23826-RA
OG0005034	ACEP_00005724-RA	LHUM_23829-RA
OG0005035	ACEP_00005717-RA	LHUM_23834-RA
OG0005036	ACEP_00005716-RA	LHUM_23839-RA
OG0005037	ACEP_00005718-RA	LHUM_23837-RA, LHUM_23835-RA
OG0005038	ACEP_00005710-RA	LHUM_23845-RA
OG0005039	ACEP_00005709-RA	LHUM_23844-RA
OG0005040	ACEP_00005713-RA	LHUM_23836-RA
OG0005041	ACEP_00005703-RA	LHUM_23843-RA
OG0005042	ACEP_00005702-RA	LHUM_23850-RA
OG0005043	ACEP_00005705-RA	LHUM_23846-RA
OG0005044	ACEP_00005708-RA	LHUM_23849-RA
OG0005045	ACEP_00005700-RA	LHUM_23854-RA
OG0005046	ACEP_00005698-RA	LHUM_12396-RA
OG0005047	ACEP_00005695-RA	LHUM_12402-RA
OG0005048	ACEP_00005697-RA	LHUM_12407-RA
OG0005049	ACEP_00005696-RA	LHUM_12403-RA
OG0005050	ACEP_00005682-RA	LHUM_14379-RA
OG0005051	ACEP_00005688-RA	LHUM_12404-RA
OG0005052	ACEP_00005680-RA	LHUM_14383-RA
OG0005053	ACEP_00005689-RA	LHUM_12401-RA
OG0005054	ACEP_00005690-RA	LHUM_12408-RA
OG0005055	ACEP_00005693-RA	LHUM_12399-RA
OG0005056	ACEP_00005692-RA	LHUM_12405-RA
OG0005057	ACEP_00005691-RA	LHUM_12410-RA
OG0005058	ACEP_00005678-RA	LHUM_14381-RA
OG0005059	ACEP_00005676-RA	LHUM_14390-RA
OG0005060	ACEP_00005677-RA	LHUM_14387-RA
OG0005061	ACEP_00005669-RA	LHUM_20009-RA
OG0005062	ACEP_00005675-RA	LHUM_14392-RA
OG0005063	ACEP_00005670-RA	LHUM_20011-RA
OG0005064	ACEP_00005665-RA	LHUM_20007-RA
OG0005065	ACEP_00005667-RA	LHUM_20006-RA
OG0005066	ACEP_00005662-RA	LHUM_20001-RA
OG0005067	ACEP_00005660-RA	LHUM_20003-RA
OG0005068	ACEP_00005661-RA	LHUM_20002-RA
OG0005069	ACEP_00005664-RA	LHUM_20005-RA
OG0005070	ACEP_00005656-RA	LHUM_23793-RA
OG0005071	ACEP_00005648-RA	LHUM_23791-RA
OG0005072	ACEP_00005655-RA	LHUM_23796-RA
OG0005073	ACEP_00005652-RA	LHUM_23784-RA
OG0005074	ACEP_00005653-RA	LHUM_23797-RA
OG0005075	ACEP_00005649-RA	LHUM_23789-RA
OG0005076	ACEP_00005657-RA	LHUM_23794-RA
OG0005077	ACEP_00005658-RA	LHUM_23795-RA
OG0005078	ACEP_00005636-RA	LHUM_26060-RA
OG0005079	ACEP_00005639-RA	LHUM_23872-RA
OG0005080	ACEP_00005647-RA	LHUM_23788-RA
OG0005081	ACEP_00015017-RA	LHUM_15945-RA
OG0005082	ACEP_00015023-RA	LHUM_21741-RA
OG0005083	ACEP_00015019-RA	LHUM_15954-RA
OG0005084	ACEP_00015022-RA	LHUM_21743-RA
OG0005085	ACEP_00015018-RA	LHUM_15950-RA
OG0005086	ACEP_00015021-RA	LHUM_15944-RA
OG0005087	ACEP_00015013-RA	LHUM_15968-RA
OG0005088	ACEP_00015010-RA	LHUM_15966-RA
OG0005089	ACEP_00015009-RA	LHUM_15958-RA
OG0005090	ACEP_00015011-RA	LHUM_15962-RA
OG0005091	ACEP_00015014-RA	LHUM_15960-RA
OG0005092	ACEP_00015004-RA	LHUM_15977-RA
OG0005093	ACEP_00015006-RA	LHUM_15976-RA
OG0005094	ACEP_00014994-RA	LHUM_24705-RA
OG0005095	ACEP_00014996-RA	LHUM_14484-RA
OG0005096	ACEP_00014997-RA	LHUM_14487-RA
OG0005097	ACEP_00015000-RA	LHUM_15973-RA
OG0005098	ACEP_00015001-RA	LHUM_15974-RA
OG0005099	ACEP_00014999-RA	LHUM_14486-RA
OG0005100	ACEP_00014995-RA	LHUM_24715-RA
OG0005101	ACEP_00015007-RA	LHUM_15975-RA
OG0005102	ACEP_00014986-RA	LHUM_23908-RA
OG0005103	ACEP_00014990-RA	LHUM_24706-RA
OG0005104	ACEP_00014987-RA	LHUM_10909-RA
OG0005105	ACEP_00014988-RA	LHUM_15273-RA
OG0005106	ACEP_00014985-RA	LHUM_23891-RA
OG0005107	ACEP_00014991-RA	LHUM_24704-RA
OG0005108	ACEP_00014992-RA	LHUM_24713-RA
OG0005109	ACEP_00014981-RA	LHUM_15982-RA
OG0005110	ACEP_00014982-RA	LHUM_15983-RA
OG0005111	ACEP_00014984-RA	LHUM_23892-RA
OG0005112	ACEP_00014973-RA	LHUM_15227-RA
OG0005113	ACEP_00014968-RA	LHUM_15218-RA
OG0005114	ACEP_00014975-RA	LHUM_15229-RA
OG0005115	ACEP_00014972-RA	LHUM_13335-RA
OG0005116	ACEP_00014970-RA	LHUM_15234-RA
OG0005117	ACEP_00014974-RA	LHUM_15219-RA
OG0005118	ACEP_00014959-RA	LHUM_15255-RA
OG0005119	ACEP_00017937-RA	LHUM_15266-RA
OG0005120	ACEP_00014958-RA	LHUM_15261-RA
OG0005121	ACEP_00014963-RA	LHUM_15241-RA
OG0005123	ACEP_00014960-RA	LHUM_15265-RA
OG0005124	ACEP_00014962-RA	LHUM_15237-RA
OG0005125	ACEP_00014957-RA	LHUM_15253-RA
OG0005126	ACEP_00014964-RA	LHUM_15245-RA
OG0005127	ACEP_00014965-RA	LHUM_15243-RA
OG0005128	ACEP_00014944-RA	LHUM_15257-RA
OG0005129	ACEP_00014948-RA	LHUM_15250-RA
OG0005130	ACEP_00014943-RA	LHUM_15264-RA
OG0005131	ACEP_00014950-RA	LHUM_15256-RA
OG0005132	ACEP_00014938-RA	LHUM_15252-RA
OG0005133	ACEP_00014946-RA	LHUM_15262-RA
OG0005134	ACEP_00014945-RA	LHUM_15251-RA
OG0005135	ACEP_00014949-RA	LHUM_15263-RA
OG0005136	ACEP_00014951-RA	LHUM_15260-RA
OG0005137	ACEP_00014918-RA	LHUM_15280-RA
OG0005138	ACEP_00014922-RA	LHUM_15278-RA
OG0005139	ACEP_00014915-RA	LHUM_14081-RA
OG0005140	ACEP_00014913-RA	LHUM_14079-RA
OG0005141	ACEP_00014919-RA	LHUM_15284-RA
OG0005142	ACEP_00014925-RA	LHUM_15290-RA
OG0005143	ACEP_00014916-RA	LHUM_15287-RA
OG0005144	ACEP_00014920-RA	LHUM_15282-RA
OG0005145	ACEP_00014914-RA	LHUM_14083-RA
OG0005146	ACEP_00014926-RA	LHUM_15271-RA
OG0005147	ACEP_00014930-RA	LHUM_15270-RA
OG0005148	ACEP_00014929-RA	LHUM_15268-RA
OG0005149	ACEP_00014912-RA	LHUM_14088-RA
OG0005150	ACEP_00014911-RA	LHUM_14089-RA
OG0005151	ACEP_00007704-RA	LHUM_14150-RA
OG0005152	ACEP_00007705-RA	LHUM_14157-RA
OG0005153	ACEP_00007706-RA	LHUM_14175-RA
OG0005154	ACEP_00007699-RA	LHUM_14149-RA
OG0005155	ACEP_00007700-RA	LHUM_14153-RA
OG0005156	ACEP_00017303-RA	LHUM_14152-RA
OG0005157	ACEP_00007702-RA	LHUM_14155-RA
OG0005158	ACEP_00007695-RA	LHUM_14148-RA
OG0005159	ACEP_00007697-RA	LHUM_14147-RA
OG0005160	ACEP_00007693-RA	LHUM_14144-RA
OG0005161	ACEP_00007692-RA	LHUM_14143-RA
OG0005162	ACEP_00007688-RA	LHUM_14140-RA
OG0005163	ACEP_00007690-RA	LHUM_14141-RA
OG0005164	ACEP_00007685-RA	LHUM_14136-RA
OG0005165	ACEP_00007683-RA	LHUM_14137-RA
OG0005166	ACEP_00007684-RA	LHUM_14135-RA
OG0005167	ACEP_00007682-RA	LHUM_14138-RA
OG0005168	ACEP_00007686-RA	LHUM_14134-RA
OG0005169	ACEP_00007675-RA	LHUM_14132-RA
OG0005170	ACEP_00007657-RA	LHUM_14165-RA
OG0005171	ACEP_00007662-RA	LHUM_11803-RA
OG0005172	ACEP_00007656-RA	LHUM_19359-RA
OG0005173	ACEP_00007669-RA	LHUM_11802-RA
OG0005174	ACEP_00007665-RA	LHUM_11807-RA
OG0005175	ACEP_00007670-RA	LHUM_11798-RA
OG0005176	ACEP_00007663-RA	LHUM_11796-RA
OG0005177	ACEP_00007658-RA	LHUM_14177-RA
OG0005178	ACEP_00007659-RA	LHUM_11801-RA
OG0005179	ACEP_00007664-RA	LHUM_11793-RA
OG0005180	ACEP_00007661-RA	LHUM_11806-RA
OG0005181	ACEP_00007660-RA	LHUM_11805-RA
OG0005182	ACEP_00007674-RA	LHUM_14125-RA
OG0005183	ACEP_00007672-RA	LHUM_11804-RA
OG0005184	ACEP_00007673-RA	LHUM_11922-RA
OG0005185	ACEP_00007651-RA	LHUM_24714-RA
OG0005186	ACEP_00007647-RA	LHUM_14119-RA
OG0005187	ACEP_00007646-RA	LHUM_14114-RA
OG0005188	ACEP_00007643-RA	LHUM_14117-RA
OG0005189	ACEP_00007652-RA	LHUM_16018-RA
OG0005190	ACEP_00007650-RA	LHUM_24703-RA
OG0005191	ACEP_00007648-RA	LHUM_24702-RA
OG0005192	ACEP_00007653-RA	LHUM_19717-RA
OG0005193	ACEP_00007654-RA	LHUM_19364-RA
OG0005194	ACEP_00007655-RA	LHUM_um_Chc-RA
OG0005195	ACEP_00007638-RA	LHUM_14108-RA
OG0005196	ACEP_00007640-RA	LHUM_14107-RA
OG0005197	ACEP_00007633-RA	LHUM_14102-RA
OG0005198	ACEP_00007632-RA	LHUM_14096-RA
OG0005199	ACEP_00007631-RA	LHUM_14101-RA
OG0005200	ACEP_00007630-RA	LHUM_14091-RA
OG0005201	ACEP_00007629-RA	LHUM_14093-RA
OG0005202	ACEP_00007627-RA	LHUM_14097-RA
OG0005203	ACEP_00007624-RA	LHUM_14103-RA
OG0005204	ACEP_00007618-RA	LHUM_24695-RA
OG0005205	ACEP_00007623-RA	LHUM_14098-RA
OG0005206	ACEP_00007620-RA	LHUM_24696-RA
OG0005207	ACEP_00007625-RA	LHUM_14092-RA
OG0005208	ACEP_00007613-RA	LHUM_24686-RA
OG0005209	ACEP_00007612-RA	LHUM_24685-RA
OG0005210	ACEP_00007611-RA	LHUM_24683-RA
